,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
457,Cluster-67248.98854,Cv111,XP_011087117.1,XM_011088815.1,--,--,PF07525//PF02213,KOG1862,-,,,,,,
458,Cluster-8912.0,Cv111,XP_006417177.1,XM_009119800.1,GAPA,Q9LPW0,PF02800//PF00044,KOG0657,G3PA2_ARATH,,,,,,
459,Cluster-67248.99423,Cv111,XP_012839179.1,FJ432699.1,E1.14.11.9,Q05963,PF03171,--,FL3H_CALCH,,,,,,
460,Cluster-67248.77705,Cv111,XP_012849694.1,XM_011089822.1,SEC31,Q8L611,PF00400,KOG0307,SC31B_ARATH,,,,,,
461,Cluster-67248.150048,Cv111,XP_012833800.1,JN831102.1,HMGCR,P48021,PF00368,KOG2480,HMDH_CAMAC,,,,,,
462,Cluster-67248.112611,Cv111,XP_011099261.1,XM_011100959.1,--,O64827,PF17123//PF05033//PF02892//PF11722,--,SUVR5_ARATH,,,,,,
463,Cluster-67248.74132,Cv111,XP_012833752.1,XM_011090298.1,TRIP12,Q6WWW4,PF02985//PF03153,KOG0168,UPL3_ARATH,,,,,,
464,Cluster-67248.104448,Cv111,XP_011093590.1,XM_011095289.1,"NOL, NYC1",Q93ZA0,PF00106,KOG0725,NYC1_ARATH,,,,,,
465,Cluster-67248.172499,Cv111,XP_011098426.1,XM_012994406.1,--,--,--,--,-,,,,,,
466,Cluster-67248.62534,Cv111,XP_011073291.1,XM_011084595.1,"GARS, glyS1",O23627,--,KOG2298,SYGM1_ARATH,,,,,,
467,Cluster-67248.108390,Cv111,XP_004302715.1,KF988865.1,HSPA1_8,P22953,PF13499//PF07499,KOG0101,MD37E_ARATH,,,,,,
468,Cluster-67248.100116,Cv111,XP_011091372.1,XM_014661027.1,E3.2.1.2,Q9LIR6,PF01373//PF02449,--,BAM1_ARATH,,,,,,
469,Cluster-67248.47681,Cv111,XP_011094064.1,XM_006491418.2,E1.10.3.2,Q9ZPY2,PF07731//PF00908//PF00394,KOG1263,LAC6_ARATH,,,,,,
470,Cluster-67248.107110,Cv111,XP_011070461.1,XM_011072159.1,--,Q9LHE9,PF06414//PF00612//PF00437//PF05557//PF00063,KOG0160,MYO1_ARATH,,,,,,
471,Cluster-67248.74601,Cv111,XP_011092619.1,XM_011094317.1,MAK,Q6Z8C8,PF00069,KOG0661,CDKF4_ORYSJ,,,,,,
472,Cluster-67248.86976,Cv111,XP_011071495.1,XM_012991057.1,"aroDE, DHQ-SDH",Q9SQT8,PF03435//PF00106//PF03446//PF01487//PF01134//PF02826//PF08501,KOG0692,DHQSD_ARATH,,,,,,
473,Cluster-67248.46306,Cv111,XP_011076096.1,XM_012996751.1,--,Q0WMN5,--,--,Y3913_ARATH,,,,,,
474,Cluster-67248.112209,Cv111,XP_011074632.1,--,COPA,Q94A40,PF06957,KOG0292,COPA1_ARATH,,,,,,
475,Cluster-67248.69949,Cv111,XP_012857780.1,XM_011083191.1,"CHD4, MI2B",Q9S775,PF13639//PF07649//PF05191//PF16866//PF00628//PF01780//PF00130,KOG0383,PKL_ARATH,,,,,,
476,Cluster-67248.24071,Cv111,XP_011069525.1,XM_011071223.1,--,Q8LLE5,PF06214,KOG0161,FPP_SOLLC,,,,,,
477,Cluster-67248.124071,Cv111,--,--,--,--,--,--,-,,,,,,
478,Cluster-67248.88475,Cv111,XP_011081722.1,XM_011096362.1,--,O82199,PF00642,--,C3H20_ARATH,,,,,,
479,Cluster-67248.98983,Cv111,ACN94267.1,XR_001541378.1,--,O98997,--,--,RCA_VIGRR,,,,,,
480,Cluster-67248.89451,Cv111,--,--,--,--,--,--,-,,,,,,
481,Cluster-67248.102646,Cv111,XP_011098472.1,XM_011100170.1,--,F4J117,PF08095//PF01422//PF04179//PF00782,--,LSF1_ARATH,,,,,,
482,Cluster-67248.127310,Cv111,CDP00466.1,--,--,--,--,--,-,,,,,,
483,Cluster-67248.91349,Cv111,XP_011100883.1,XM_002276361.3,--,P73627,--,KOG1235,Y1770_SYNY3,,,,,,
484,Cluster-67248.101633,Cv111,XP_011072850.1,XM_011074549.1,--,--,PF01774,--,-,,,,,,
485,Cluster-67248.137924,Cv111,XP_012831937.1,--,--,--,--,--,-,,,,,,
486,Cluster-67248.115664,Cv111,XP_011073802.1,XM_012987494.1,--,Q32KW2,PF07535//PF00096,KOG0944,UBXN1_BOVIN,,,,,,
487,Cluster-67248.149667,Cv111,XP_011083647.1,XM_011076266.1,--,Q93VH2,PF02416//PF02577,--,BBD2_ARATH,,,,,,
488,Cluster-48148.2,Cv111,--,--,--,--,PF01392,--,-,,,,,,
489,Cluster-67248.98441,Cv111,AAB63581.1,--,--,Q03878,PF00076//PF16367//PF07809//PF01855,KOG0108,GRP1_DAUCA,,,,,,
490,Cluster-67248.127163,Cv111,XP_002519936.1,XM_012981870.1,AP4E1,Q8L7A9,PF02985//PF08469//PF01602//PF00620,KOG1062,AP4E_ARATH,,,,,,
491,Cluster-67248.107461,Cv111,XP_011095638.1,XM_011097337.1,--,Q501H5,PF05411//PF01486//PF04805,KOG1471,SFH13_ARATH,,,,,,
492,Cluster-67248.106136,Cv111,XP_011094192.1,XM_011095890.1,--,Q54YD2,--,--,Y8295_DICDI,,,,,,
493,Cluster-67248.85536,Cv111,XP_011087416.1,XM_011089114.1,"RRN3, TIFIA",Q9NYV6,--,KOG2434,RRN3_HUMAN,,,,,,
494,Cluster-67248.65593,Cv111,XP_012832307.1,XM_006362275.2,--,Q7X9V3,--,--,NSI_ARATH,,,,,,
495,Cluster-67248.115671,Cv111,XP_012839128.1,XM_011076330.1,COPA,Q94A40,PF00400//PF08142,KOG0292,COPA1_ARATH,,,,,,
496,Cluster-67248.59762,Cv111,XP_002282850.1,XM_011071979.1,"ENDOU, PP11",Q503V9,PF09412,KOG2849,ENDUB_DANRE,,,,,,
497,Cluster-67248.96107,Cv111,XP_011099454.1,XM_011101152.1,--,Q9LSK9,--,--,Y5566_ARATH,,,,,,
498,Cluster-67248.106889,Cv111,--,XM_011077665.1,--,--,--,--,-,,,,,,
499,Cluster-67248.131888,Cv111,XP_011085175.1,XM_011086873.1,VPS54,F4JT76,PF04437//PF07928,KOG2115,VPS54_ARATH,,,,,,
500,Cluster-67248.102050,Cv111,AEZ55670.1,KT948058.1,"ispH, lytB",Q6AVG6,PF02401,--,ISPH_ORYSJ,,,,,,
501,Cluster-67248.158081,Cv111,XP_011082812.1,XM_011084510.1,--,Q9LUC3,PF00069//PF06293//PF03785//PF07714,KOG0660,MPK19_ARATH,,,,,,
502,Cluster-67248.79535,Cv111,XP_011080791.1,XM_011082489.1,PFKFB3,Q9MB58,PF01591//PF00686,KOG0234,F26_ARATH,,,,,,
503,Cluster-67248.70925,Cv111,XP_012832293.1,XM_011096845.1,--,--,--,--,-,,,,,,
504,Cluster-67248.99822,Cv111,XP_004241690.1,XM_011083687.1,ppa,P31414,PF03030,--,AVP1_ARATH,,,,,,
505,Cluster-67248.122872,Cv111,XP_012853592.1,--,--,Q2QYH7,PF00067,KOG0157,C14C2_ORYSJ,,,,,,
506,Cluster-67248.116057,Cv111,XP_011079326.1,XM_012985586.1,--,Q9FHH2,PF04625//PF02861//PF07941,--,SMAX1_ARATH,,,,,,
507,Cluster-67248.96014,Cv111,XP_011088416.1,XM_015526422.1,--,F4JCX9,--,--,LNK2_ARATH,,,,,,
508,Cluster-71180.0,Cv111,EYU45421.1,--,--,--,--,--,-,,,,,,
509,Cluster-67248.68453,Cv111,XP_011075696.1,XM_011072334.1,"PIKFYVE, FAB1",Q9SSJ8,PF00643//PF01363,--,FAB1C_ARATH,,,,,,
510,Cluster-67248.57733,Cv111,XP_011077080.1,--,--,--,--,--,-,,,,,,
511,Cluster-67248.112030,Cv111,XP_012851940.1,--,kup,Q84YJ9,PF02705,--,HAK26_ORYSJ,,,,,,
512,Cluster-67248.101971,Cv111,XP_011083695.1,XM_012990460.1,"GPI, pgi",P54240,PF00342,KOG2446,G6PI1_CLAXA,,,,,,
513,Cluster-67248.110805,Cv111,XP_011098063.1,XM_011099761.1,--,C0LGE0,PF07517//PF07714//PF00069//PF13855//PF00560,--,Y1765_ARATH,,,,,,
514,Cluster-67248.115826,Cv111,XP_011072089.1,XM_011073787.1,--,Q93ZQ5,PF07690,--,SPXM3_ARATH,,,,,,
515,Cluster-67248.92570,Cv111,XP_011079676.1,XM_011081374.1,--,Q9LZJ5,PF00437//PF00931//PF01637//PF06414//PF13304//PF00005//PF01926//PF03193//PF00664//PF01580,KOG0054,AB14C_ARATH,,,,,,
516,Cluster-67248.80348,Cv111,XP_011092553.1,XM_011094251.1,PABPC,P42731,PF00076,KOG0123,PABP2_ARATH,,,,,,
517,Cluster-67248.163265,Cv111,XP_011087725.1,XM_011089423.1,"BLM, RECQL3, SGS1",Q8L840,PF07716//PF12235//PF00270//PF00170//PF00570//PF09382//PF04851,KOG0351,RQL4A_ARATH,,,,,,
518,Cluster-67248.34753,Cv111,XP_011101250.1,--,--,--,--,--,-,,,,,,
519,Cluster-67248.99848,Cv111,ABB55890.1,XM_010538458.1,"htpG, HSP90A",O03986,PF06213//PF13897//PF00183,KOG0019,HS904_ARATH,,,,,,
520,Cluster-67248.113672,Cv111,XP_011099943.1,--,--,Q9FYS5,PF01402//PF02178//PF00538,--,HMGYA_MAIZE,,,,,,
521,Cluster-67248.127864,Cv111,XP_011087731.1,XM_012994854.1,--,Q38898,PF06703//PF00520,KOG0498,AKT2_ARATH,,,,,,
522,Cluster-67248.103612,Cv111,XP_011081977.1,XM_010098885.1,"glpK, GK",Q9M8L4,PF00370//PF02782,KOG2517,GLPK_ARATH,,,,,,
523,Cluster-67248.103909,Cv111,XP_011070064.1,XM_011071762.1,"SUPT6H, SPT6",A8MS85,PF00096//PF15724//PF14641,KOG1856,SPT61_ARATH,,,,,,
524,Cluster-67248.82255,Cv111,XP_002273514.1,XM_012998805.1,TUBB,Q43695,PF00091,KOG1375,TBB3_MAIZE,,,,,,
525,Cluster-67248.100033,Cv111,XP_012854579.1,XM_012999125.1,--,Q6STH5,--,KOG3022,HF101_ARATH,,,,,,
526,Cluster-67248.62306,Cv111,EYU37623.1,XM_011089900.1,LIPA,Q71DJ5,PF06821//PF01738//PF07127//PF02230//PF01083//PF07819,KOG2624,LIP1_ARATH,,,,,,
527,Cluster-67248.91698,Cv111,XP_011087579.1,--,"EARS, gltX",O82462,PF00749,KOG1147,SYEC_ARATH,,,,,,
528,Cluster-67248.82464,Cv111,XP_012835368.1,XM_011094164.1,"SQLE, ERG1",O48651,PF00070//PF01134//PF02254//PF01210//PF12831//PF01494//PF08491//PF05834//PF01266//PF07992//PF02558,KOG1298,ERG1_PANGI,,,,,,
529,Cluster-67248.41201,Cv111,XP_011069803.1,XM_012987935.1,LYPLA3,Q9FZI8,PF07819//PF02450,KOG2369,LCAT1_ARATH,,,,,,
530,Cluster-67248.53436,Cv111,XP_011101609.1,XM_013002893.1,"KDM5, JARID1",C0SUT9,PF01093,KOG1246,JMJ16_ARATH,,,,,,
531,Cluster-67248.132609,Cv111,XP_012849742.1,XM_011088888.1,--,C3JY53,PF06061//PF00590,--,CYSG_PSEFS,,,,,,
532,Cluster-67248.99927,Cv111,XP_011076008.1,XM_011077707.1,GLT1,Q9LV03,PF01645//PF04898//PF01493,KOG0399,GLUT1_ARATH,,,,,,
533,Cluster-67248.121765,Cv111,XP_011079626.1,XM_011081324.1,--,P0DKG8,PF01842//PF04607//PF13291,--,RSH1L_ARATH,,,,,,
534,Cluster-67248.99067,Cv111,XP_011100899.1,XM_011101786.1,--,Q9LV93,PF07728//PF00005//PF00910//PF13304//PF01637//PF00931//PF00006//PF00448//PF08477//PF00503//PF01695//PF01926//PF03193//PF00004,KOG0927,AB5F_ARATH,,,,,,
535,Cluster-67248.141966,Cv111,XP_011084763.1,XM_012984509.1,--,D1KF50,PF13361//PF00580//PF01443,--,SRS2L_ARATH,,,,,,
536,Cluster-67248.112181,Cv111,XP_011098633.1,XM_012985895.1,"E2.4.1.21, glgA",Q43847,--,--,SSY2_SOLTU,,,,,,
537,Cluster-67248.135347,Cv111,XP_011079759.1,XM_011081458.1,"STAG1_2, SCC3, IRR1",O82265,PF02985//PF02178//PF02561//PF00443,KOG2011,SCC3_ARATH,,,,,,
538,Cluster-67248.104256,Cv111,XP_012855122.1,XM_011089073.1,"PAXIP1, PTIP",F4I171,PF02172//PF16987,--,MD15A_ARATH,,,,,,
539,Cluster-67248.65674,Cv111,XP_011096969.1,--,K07088,Q9FKY4,PF03547,--,PILS7_ARATH,,,,,,
540,Cluster-67248.100782,Cv111,XP_012845921.1,NM_001304397.1,"katE, CAT, catB, srpA",O24339,PF00199,KOG0047,CATA_SOLAP,,,,,,
541,Cluster-67248.135466,Cv111,XP_011092039.1,XM_011093738.1,LOX1_5,Q43191,PF00305//PF01477,--,LOX15_SOLTU,,,,,,
542,Cluster-67248.49199,Cv111,AAV80394.1,--,CYP26A,P0CT39,PF04625//PF09338,KOG0017,TF26_SCHPO,,,,,,
543,Cluster-67248.102459,Cv111,XP_012842600.1,XM_012987148.1,VPS13A_C,Q8BX70,PF02485//PF02188//PF04083//PF00168//PF00972,KOG1809,VP13C_MOUSE,,,,,,
544,Cluster-67248.115870,Cv111,XP_011074917.1,XR_001173635.1,"SRRM2, SRM300",Q9UQ35,PF01184,KOG1869,SRRM2_HUMAN,,,,,,
545,Cluster-67248.151551,Cv111,CBI22652.3,XM_011077802.1,"htpG, HSP90A",P51819,PF00183,KOG0019,HSP83_IPONI,,,,,,
546,Cluster-67248.71743,Cv111,XP_011087579.1,--,"EARS, gltX",O82462,PF00749,KOG1147,SYEC_ARATH,,,,,,
547,Cluster-67248.99896,Cv111,AEZ55670.1,KT948058.1,"ispH, lytB",Q6AVG6,PF02401,--,ISPH_ORYSJ,,,,,,
548,Cluster-67248.115536,Cv111,XP_012837579.1,XM_011071625.1,E1.11.1.7,Q96522,PF00141,--,PER45_ARATH,,,,,,
549,Cluster-67248.97239,Cv111,CDP00563.1,XM_011092112.1,--,Q9LI74,PF00171//PF04882,KOG2456,CHUP1_ARATH,,,,,,
550,Cluster-67248.115364,Cv111,XP_011073379.1,XM_011075077.1,--,Q723K6,PF00560//PF13855//PF13516//PF02295,KOG1947,INLA_LISMF,,,,,,
551,Cluster-67248.26182,Cv111,ADO16249.1,--,--,Q93WU3,PF00891//PF08100,--,CVMT1_OCIBA,,,,,,
552,Cluster-67248.86827,Cv111,XP_011077233.1,XM_012986993.1,--,Q9SPK4,PF07714//PF00069//PF06293,--,PPCK1_ARATH,,,,,,
553,Cluster-67248.101018,Cv111,XP_011099457.1,--,--,Q9SZJ2,--,--,GRDP2_ARATH,,,,,,
554,Cluster-67248.82531,Cv111,XP_011073252.1,XM_012991775.1,--,Q6DBP4,PF03283//PF07062,--,PAE8_ARATH,,,,,,
555,Cluster-67248.99572,Cv111,XP_011085433.1,XM_011087131.1,psbP,P12302,PF01676//PF01789,--,PSBP_SPIOL,,,,,,
556,Cluster-67248.28846,Cv111,--,HF679028.1,--,--,--,--,-,,,,,,
557,Cluster-67248.104082,Cv111,--,--,--,--,--,--,-,,,,,,
558,Cluster-45428.1,Cv111,XP_011077237.1,XM_013002696.1,--,Q8LK56,--,--,DME_ARATH,,,,,,
559,Cluster-67248.131642,Cv111,EYU42442.1,XM_012975859.1,xylA,Q9FKK7,--,--,XYLA_ARATH,,,,,,
560,Cluster-67248.90355,Cv111,XP_012845009.1,XM_012989555.1,--,Q8RUD6,--,--,HARC1_ARATH,,,,,,
561,Cluster-67248.141352,Cv111,XP_011092999.1,--,--,Q9FIG6,PF05829,--,DIR1_ARATH,,,,,,
562,Cluster-67248.167058,Cv111,XP_012853896.1,XM_012998442.1,--,--,PF15476,--,-,,,,,,
563,Cluster-67248.125006,Cv111,XP_011080912.1,XM_011074022.1,"COPB2, SEC27",Q5VQ78,PF04053,KOG0276,COB21_ORYSJ,,,,,,
564,Cluster-67248.39150,Cv111,XP_011087848.1,--,--,Q339D2,PF07228//PF00481,KOG1379,P2C71_ORYSJ,,,,,,
565,Cluster-67248.92938,Cv111,AFK29285.1,KT324654.1,"SPS, sds",Q76FS5,PF01805//PF00348//PF07307,KOG0776,SPS2_ARATH,,,,,,
566,Cluster-67248.87057,Cv111,XP_011072592.1,XM_011074290.1,LOX2S,O24371,PF08198//PF02207//PF01342//PF04548//PF00305//PF01477,--,LOX31_SOLTU,,,,,,
567,Cluster-67248.76977,Cv111,XP_011100648.1,XM_011102346.1,--,Q8H0Z6,--,--,IP5P3_ARATH,,,,,,
568,Cluster-67248.109143,Cv111,XP_011101111.1,XM_011102809.1,--,Q8L844,PF00515//PF00637//PF13374//PF08163//PF13176//PF13414//PF13762//PF13181,--,PP413_ARATH,,,,,,
569,Cluster-67248.18493,Cv111,XP_011080965.1,XM_006572733.2,ruvX,Q52673,PF03652,--,YQGF_RHOCB,,,,,,
570,Cluster-67248.122581,Cv111,XP_012833863.1,--,--,Q6L438,PF00004//PF00931//PF05496,--,R1A6_SOLDE,,,,,,
571,Cluster-67248.117045,Cv111,XP_011071842.1,XM_011073540.1,COQ2,Q93YP7,PF00931//PF12270//PF01040//PF00487,KOG1381,COQ2_ARATH,,,,,,
572,Cluster-67248.90892,Cv111,XP_012835283.1,XM_012979829.1,--,Q8W496,PF08417//PF00355,--,PTC52_ARATH,,,,,,
573,Cluster-67248.83874,Cv111,XP_011069886.1,AB002818.1,--,Q96493,PF04101//PF15319//PF00201,--,UFOG_GENTR,,,,,,
574,Cluster-67248.148557,Cv111,XP_012856713.1,--,--,Q9FKR0,PF03492//PF00060,--,MT878_ARATH,,,,,,
575,Cluster-67248.126626,Cv111,XP_011094291.1,XM_011095990.1,TAF2,Q8LPF0,PF01433//PF03967,KOG1932,TAF2_ARATH,,,,,,
576,Cluster-67248.19877,Cv111,XP_011069436.1,XM_011071152.1,--,F4I718,PF02985//PF16782//PF06371//PF00514,KOG4224,CSI3_ARATH,,,,,,
577,Cluster-67248.13909,Cv111,XP_005838438.1,AB209597.1,--,P02452,PF01410//PF00093//PF02948,--,CO1A1_HUMAN,,,,,,
578,Cluster-64287.0,Cv111,BAJ98094.1,CP009077.1,--,Q9P326,PF00172,--,PRO1_NEUCR,,,,,,
579,Cluster-67248.160557,Cv111,XP_012838583.1,--,--,--,--,--,-,,,,,,
580,Cluster-67248.92943,Cv111,AFK29285.1,KT324654.1,"SPS, sds",Q76FS5,PF07307//PF00348,KOG0776,SPS2_ARATH,,,,,,
581,Cluster-67248.76489,Cv111,XP_011079717.1,KT992837.1,--,--,PF07496//PF05933,--,-,,,,,,
582,Cluster-67248.78431,Cv111,XP_011096279.1,XM_011097977.1,KATNB1,Q8H0T9,PF00400,KOG0267,KTNB1_ARATH,,,,,,
583,Cluster-67248.3081,Cv111,XP_012857868.1,XM_013002414.1,--,Q68FJ8,PF00790//PF03127,KOG1087,TM1L2_XENLA,,,,,,
584,Cluster-67248.125955,Cv111,XP_011093896.1,XM_011095596.1,"PIKFYVE, FAB1",Q0WUR5,PF00118//PF01504,KOG0230,FAB1A_ARATH,,,,,,
585,Cluster-67248.116351,Cv111,XP_012828631.1,XM_012973177.1,"DIS3, RRP44",Q9SHL7,--,KOG2102,RP44A_ARATH,,,,,,
586,Cluster-67248.99818,Cv111,XP_011084078.1,JN688962.1,ppa,P21616,PF01956//PF03030,--,AVP_VIGRR,,,,,,
587,Cluster-67248.133030,Cv111,XP_012854853.1,XM_012999399.1,--,A1A5F2,PF02985//PF01602,KOG1822,HTR5B_XENTR,,,,,,
588,Cluster-67248.89637,Cv111,XP_012836362.1,XM_010049475.1,--,Q9SR77,--,--,HBPL1_ARATH,,,,,,
589,Cluster-67248.116386,Cv111,XP_012833917.1,XM_011084140.1,KIFC2_3,F4IL57,PF00225//PF02183//PF00307//PF16796,KOG0239,KN14I_ARATH,,,,,,
590,Cluster-67248.35464,Cv111,XP_011085340.1,XM_011087038.1,MPV17,Q754F0,PF04117,KOG1944,SYM1_ASHGO,,,,,,
591,Cluster-67248.99637,Cv111,NP_001268127.1,HQ687488.1,"E2.5.1.54, aroF, aroG, aroH",P37822,PF04362//PF01474,--,AROG_SOLTU,,,,,,
592,Cluster-67248.104792,Cv111,XP_011070087.1,XM_011080784.1,--,--,PF01424,--,-,,,,,,
593,Cluster-67248.112168,Cv111,XP_012854230.1,XM_011075357.1,E2.4.1.207,Q8LER3,PF06955//PF00722,--,XTH7_ARATH,,,,,,
594,Cluster-67248.100000,Cv111,XP_011084078.1,JN688962.1,ppa,P21616,--,--,AVP_VIGRR,,,,,,
595,Cluster-67248.73417,Cv111,XP_011083243.1,XM_011084941.1,--,Q8SAB7,--,--,SPK1_ARATH,,,,,,
596,Cluster-67248.98233,Cv111,XP_011078143.1,--,--,Q03200,--,--,LIRP1_ORYSJ,,,,,,
597,Cluster-67248.115111,Cv111,XP_011090438.1,XM_011092136.1,CENPE,F4JZ68,PF00225,KOG0242,KN7H_ARATH,,,,,,
598,Cluster-67248.115148,Cv111,XP_011084444.1,XM_011086142.1,bglB,Q9LV33,PF01073//PF00232//PF00106//PF00150//PF01370,--,BGL44_ARATH,,,,,,
599,Cluster-67248.106744,Cv111,XP_011088124.1,XM_012994240.1,SEC31,Q8L611,PF00400,KOG0307,SC31B_ARATH,,,,,,
600,Cluster-67248.78975,Cv111,XP_011077137.1,XM_012979017.1,MIN7,F4IXW2,--,KOG0929,BIG5_ARATH,,,,,,
601,Cluster-67248.153516,Cv111,--,--,--,--,--,--,-,,,,,,
602,Cluster-67248.122841,Cv111,XP_012843541.1,--,--,Q944Z5,PF02839//PF03171,--,AOP1V_ARATH,,,,,,
603,Cluster-67248.123375,Cv111,XP_011100422.1,D01022.1,--,O64407,PF01373//PF02449,--,AMYB_VIGUN,,,,,,
604,Cluster-67248.76854,Cv111,XP_011091786.1,XM_011093484.1,--,Q0D3J9,PF08675//PF00076,--,C3H53_ORYSJ,,,,,,
605,Cluster-67248.125502,Cv111,XP_012846438.1,XM_012990984.1,DNAJC13,F4IVL6,PF02378,KOG1789,GRV2_ARATH,,,,,,
606,Cluster-44468.0,Cv111,XP_011079565.1,XM_008388504.1,--,Q8VYN9,PF00582,--,PHO32_ARATH,,,,,,
607,Cluster-67248.103792,Cv111,BAA75514.1,AB024050.1,--,Q9CAD0,PF00010,--,EGL1_ARATH,,,,,,
608,Cluster-67248.104424,Cv111,XP_012857607.1,XM_013002162.1,--,Q9LF97,--,--,Y3295_ARATH,,,,,,
609,Cluster-67248.117067,Cv111,XP_011080131.1,XM_013001087.1,"ACE, HTH",Q9S746,PF01266//PF07992//PF01494//PF05834//PF00070//PF00732,--,HTH_ARATH,,,,,,
610,Cluster-67248.124063,Cv111,--,--,--,--,--,--,-,,,,,,
611,Cluster-67248.92493,Cv111,AKN09595.1,KP257493.1,--,Q66GR3,PF00010,--,BH130_ARATH,,,,,,
612,Cluster-67248.91877,Cv111,XP_011088822.1,XM_012982532.1,AXS,Q9SGE0,PF01370,--,AXS2_ARATH,,,,,,
613,Cluster-67248.122847,Cv111,XP_011092713.1,XM_010933917.1,--,Q8L9J9,--,--,CAES_ARATH,,,,,,
614,Cluster-67248.117874,Cv111,XP_011074917.1,XR_001173635.1,"SRRM2, SRM300",Q9UQ35,PF01184//PF02390,KOG1869,SRRM2_HUMAN,,,,,,
615,Cluster-67248.106332,Cv111,XP_009406530.1,KF680556.1,TUBA,Q43473,--,KOG1376,TBA1_HORVU,,,,,,
616,Cluster-67248.106796,Cv111,XP_011073557.1,XM_011092988.1,--,--,PF12906//PF00757//PF05195//PF15678,--,-,,,,,,
617,Cluster-63417.0,Cv111,XP_010558953.1,XM_013894546.1,ALDO,Q9LF98,PF00274//PF10723,KOG1557,ALFC8_ARATH,,,,,,
618,Cluster-67248.149131,Cv111,XP_011100190.1,--,--,F8WKW1,PF00201//PF04101,--,UGT2_GARJA,,,,,,
619,Cluster-67248.123117,Cv111,XP_011081724.1,--,SIGMA70,O24621,PF04542//PF08287,--,SIGC_ARATH,,,,,,
620,Cluster-67248.123177,Cv111,XP_011069649.1,XM_012982408.1,--,--,--,--,-,,,,,,
621,Cluster-67248.50635,Cv111,XP_011090112.1,XM_011091810.1,"MRS2, MFM1",Q058N4,PF04893//PF06305//PF01544,KOG2662,MRS2B_ARATH,,,,,,
622,Cluster-67248.78087,Cv111,XP_012845030.1,XM_011084678.1,TPS,Q9LMI0,PF00982,--,TPS7_ARATH,,,,,,
623,Cluster-67248.109224,Cv111,XP_011093444.1,--,"RAD54L, RAD54",Q9M297,--,KOG0390,CLSY1_ARATH,,,,,,
624,Cluster-67248.154811,Cv111,XP_011092191.1,XM_011093915.1,--,--,PF01764//PF05648//PF03893,--,-,,,,,,
625,Cluster-67248.56082,Cv111,XP_011096038.1,--,--,F4HT21,PF04548//PF01926//PF03193,--,IAN9_ARATH,,,,,,
626,Cluster-67248.97521,Cv111,XP_011071495.1,XM_012991057.1,"aroDE, DHQ-SDH",Q9SQT8,PF01134//PF02826//PF08501//PF01487//PF03446//PF03435//PF00106,KOG0692,DHQSD_ARATH,,,,,,
627,Cluster-67248.103781,Cv111,XP_011080886.1,XM_011082585.1,--,Q9SZ67,--,--,WRK19_ARATH,,,,,,
628,Cluster-67248.154178,Cv111,XP_011083028.1,XM_011084726.1,SMC1,Q6Q1P4,PF04310//PF01926//PF13304//PF06470,KOG0018,SMC1_ARATH,,,,,,
629,Cluster-67248.117751,Cv111,XP_011076157.1,XM_011077855.1,TPP2,F4JVN6,PF00082,KOG1114,TPPII_ARATH,,,,,,
630,Cluster-67248.98067,Cv111,XP_011082825.1,XM_011084523.1,"infB, MTIF2",P57997,PF03144//PF08477//PF00025//PF00071//PF01926,KOG1145,IF2C_PHAVU,,,,,,
631,Cluster-67248.80958,Cv111,XP_011083339.1,XM_011085040.1,SEC24,Q9M081,PF04810//PF04811,KOG1984,SC24B_ARATH,,,,,,
632,Cluster-67248.111401,Cv111,XP_012856436.1,XM_011075076.1,--,Q94AI7,PF08513//PF13949,--,TPL_ARATH,,,,,,
633,Cluster-67248.89739,Cv111,XP_011092342.1,KT893766.1,--,Q9NUJ3,--,KOG0613,T11L1_HUMAN,,,,,,
634,Cluster-67248.119101,Cv111,XP_012830159.1,XM_011087342.1,"TARS, thrS",F4IFC5,PF00587//PF07973,KOG1637,SYTM2_ARATH,,,,,,
635,Cluster-67248.122558,Cv111,XP_011088731.1,XM_011090429.1,--,Q940Y3,PF01388//PF03857,KOG2744,ARID3_ARATH,,,,,,
636,Cluster-67248.83385,Cv111,XP_011080461.1,XM_011082161.1,"PRKAA, AMPK",Q2V452,PF00069//PF07714//PF03822,--,CIPK3_ARATH,,,,,,
637,Cluster-67248.83468,Cv111,XP_012454830.1,XM_012585711.1,RHM,Q9SYM5,PF03435//PF00106//PF01073//PF01370,KOG0747,RHM1_ARATH,,,,,,
638,Cluster-67248.142674,Cv111,XP_006338462.1,XM_011100305.1,ABCB1,Q9LJX0,PF00664,KOG0055,AB19B_ARATH,,,,,,
639,Cluster-67248.77988,Cv111,XP_011073001.1,XM_012978743.1,--,P77704,PF01116,--,YDJI_ECOLI,,,,,,
640,Cluster-67248.91872,Cv111,XP_012837986.1,XM_012982532.1,AXS,Q9SGE0,PF01370//PF03446//PF02254//PF01073//PF03721//PF03435//PF00106,--,AXS2_ARATH,,,,,,
641,Cluster-67248.100572,Cv111,XP_012853431.1,XM_011102670.1,--,Q9SCV9,PF02837//PF02140,KOG0496,BGAL3_ARATH,,,,,,
642,Cluster-67248.108388,Cv111,XP_004250959.1,XM_010096720.1,HSPA1_8,P09189,PF06455//PF06723//PF01968//PF09293,KOG0101,HSP7C_PETHY,,,,,,
