,Gene_ID,Comparison,Gene_name
498,PGSC0003DMG400031473,Cv653,XP_009760349.1
499,PGSC0003DMG400006720,Cv653,XP_006367715.1
500,PGSC0003DMG400024757,Cv653,XP_009622354.1
501,PGSC0003DMG402022197,Cv653,XP_006346257.1
502,PGSC0003DMG402031070,Cv653,XP_006367961.1
503,PGSC0003DMG400003865,Cv653,XP_006354372.1
504,PGSC0003DMG400011096,Cv653,XP_006338988.1
505,PGSC0003DMG402028848,Cv653,XP_006362101.1
506,PGSC0003DMG400009900,Cv653,XP_006342112.1
507,PGSC0003DMG400018622,Cv653,XP_012085470.1
508,PGSC0003DMG400027636,Cv653,XP_004243193.1
509,PGSC0003DMG400014855,Cv653,NP_001275029.1
510,PGSC0003DMG400002868,Cv653,XP_006344293.1
511,PGSC0003DMG400000047,Cv653,XP_006339586.1
512,PGSC0003DMG400007097,Cv653,XP_006348319.1
513,PGSC0003DMG400004124,Cv653,XP_004238675.1
514,PGSC0003DMG400021441,Cv653,XP_006363822.1
515,PGSC0003DMG401019176,Cv653,XP_009598950.1
516,Novel03448,Cv653,XP_006366357.1
517,PGSC0003DMG400028315,Cv653,XP_006348683.1
518,PGSC0003DMG400030153,Cv653,NP_001275234.1
519,PGSC0003DMG400005339,Cv653,XP_006366666.1
520,Novel01140,Cv653,HG975451.1
521,EPlSTUG00000001749,Cv653,XP_007030175.1
522,PGSC0003DMG402003005,Cv653,XP_006340321.1
523,PGSC0003DMG400018060,Cv653,XP_006348225.1
524,PGSC0003DMG400036004,Cv653,NP_001292750.1
525,PGSC0003DMG400028280,Cv653,XP_004249472.1
526,PGSC0003DMG401007970,Cv653,XP_009596982.1
527,PGSC0003DMG400022294,Cv653,XP_010324292.1
528,PGSC0003DMG400011277,Cv653,XP_006352595.1
529,PGSC0003DMG400011974,Cv653,XP_006353728.1
530,PGSC0003DMG400030548,Cv653,XP_006344224.1
531,PGSC0003DMG400000976,Cv653,XP_006352140.1
532,PGSC0003DMG400021857,Cv653,XP_006366301.1
533,PGSC0003DMG400028271,Cv653,XP_004249467.1
534,PGSC0003DMG400029365,Cv653,XP_006342453.1
535,PGSC0003DMG400021875,Cv653,AC151801.1
536,PGSC0003DMG400012536,Cv653,XP_006351752.1
537,Novel02442,Cv653,XP_006355961.1
538,PGSC0003DMG400001513,Cv653,XP_004232574.1
539,PGSC0003DMG400014238,Cv653,XP_006341467.1
540,PGSC0003DMG400013176,Cv653,XP_006351953.1
541,PGSC0003DMG400019307,Cv653,XP_006349770.1
542,PGSC0003DMG400021902,Cv653,XP_006352164.1
543,Novel01234,Cv653,XP_006353561.1
544,PGSC0003DMG400023569,Cv653,XP_006346759.1
545,PGSC0003DMG400004483,Cv653,XP_006364726.1
546,Novel01854,Cv653,XP_006361829.1
547,PGSC0003DMG400016280,Cv653,NP_001275031.1
548,PGSC0003DMG400025028,Cv653,XP_006362936.1
549,Novel01041,Cv653,XP_006359366.1
550,Novel00168,Cv653,XP_006348555.1
551,Novel00271,Cv653,XP_006365451.1
552,PGSC0003DMG400008262,Cv653,XP_011088260.1
553,PGSC0003DMG400022894,Cv653,XP_006342923.1
554,PGSC0003DMG400026859,Cv653,XP_006343250.1
555,PGSC0003DMG400020248,Cv653,XP_009613490.1
556,PGSC0003DMG401017590,Cv653,XP_009781429.1
557,PGSC0003DMG400029570,Cv653,XP_006355231.1
558,PGSC0003DMG400003563,Cv653,NP_001274930.1
559,PGSC0003DMG402021193,Cv653,XP_009772966.1
560,PGSC0003DMG400005046,Cv653,XP_006343274.1
561,PGSC0003DMG400005960,Cv653,XP_009762775.1
562,PGSC0003DMG400016551,Cv653,XP_006362778.1
563,PGSC0003DMG400020550,Cv653,XP_009629516.1
564,PGSC0003DMG401012010,Cv653,XP_006346984.1
565,PGSC0003DMG400013457,Cv653,XP_006356070.1
566,PGSC0003DMG400028726,Cv653,EPS67517.1
567,PGSC0003DMG400019508,Cv653,XP_004236014.1
568,Novel03333,Cv653,HG975446.1
569,PGSC0003DMG401017675,Cv653,XP_006344600.1
570,Novel03395,Cv653,NP_001274903.1
571,Novel00924,Cv653,XP_006354255.1
572,PGSC0003DMG400018461,Cv653,XP_006361238.1
573,PGSC0003DMG400031369,Cv653,XP_004237182.2
574,PGSC0003DMG402015686,Cv653,XP_006364634.1
575,PGSC0003DMG403016183,Cv653,XP_006353268.1
576,Novel00322,Cv653,XP_009616839.1
577,PGSC0003DMG400009181,Cv653,XP_009614020.1
578,PGSC0003DMG400023272,Cv653,XP_010521772.1
579,PGSC0003DMG400007599,Cv653,XP_004249949.1
580,PGSC0003DMG401029918,Cv653,XP_006363320.1
581,PGSC0003DMG400020566,Cv653,XP_004240426.1
582,PGSC0003DMG400024490,Cv653,CDP18933.1
583,PGSC0003DMG400033687,Cv653,XP_006363991.1
584,PGSC0003DMG400001550,Cv653,NP_001275014.1
585,PGSC0003DMG400030334,Cv653,XP_004241206.1
586,PGSC0003DMG400027010,Cv653,XP_006347284.1
587,PGSC0003DMG400027819,Cv653,XP_006356091.1
588,PGSC0003DMG401026002,Cv653,XP_006347981.1
589,PGSC0003DMG400010119,Cv653,XP_006353900.1
590,PGSC0003DMG400033090,Cv653,XP_004241601.1
591,Novel02782,Cv653,XR_367554.1
592,Novel00358,Cv653,XP_006351728.1
593,PGSC0003DMG400016721,Cv653,XP_006348183.1
594,PGSC0003DMG400005899,Cv653,XP_006361099.1
595,PGSC0003DMG400002388,Cv653,XP_008227415.1
596,PGSC0003DMG402012883,Cv653,XP_009803794.1
597,PGSC0003DMG400027889,Cv653,XP_006342396.1
598,PGSC0003DMG400020711,Cv653,XP_006349280.1
599,PGSC0003DMG400026220,Cv653,XP_006359217.1
600,PGSC0003DMG401007955,Cv653,XP_006354865.1
601,PGSC0003DMG400017287,Cv653,XP_006348916.1
602,PGSC0003DMG400000491,Cv653,XP_009595377.1
603,PGSC0003DMG401015682,Cv653,XP_006359566.1
604,PGSC0003DMG402000895,Cv653,XP_006351904.1
605,PGSC0003DMG400022512,Cv653,NP_001275602.1
606,PGSC0003DMG400016477,Cv653,XP_006348128.1
607,PGSC0003DMG400000075,Cv653,XP_006339647.1
608,Novel00195,Cv653,XP_006359200.1
609,PGSC0003DMG400016453,Cv653,XP_006348116.1
610,Novel00113,Cv653,XP_010317425.1
611,PGSC0003DMG401007575,Cv653,XP_004252495.2
612,PGSC0003DMG400004036,Cv653,XP_006339889.1
613,PGSC0003DMG401023841,Cv653,XP_006365794.1
614,PGSC0003DMG400019279,Cv653,XP_006360120.1
615,PGSC0003DMG400035643,Cv653,XP_006344249.1
616,Novel00775,Cv653,XP_006351562.1
617,PGSC0003DMG400028222,Cv653,XM_015310060.1
618,PGSC0003DMG400017550,Cv653,XP_006352859.1
619,PGSC0003DMG400017230,Cv653,XP_006354499.1
620,PGSC0003DMG400023352,Cv653,XP_006345810.1
621,PGSC0003DMG400004593,Cv653,XP_006349881.1
622,PGSC0003DMG400018686,Cv653,XP_004234514.1
623,PGSC0003DMG400016003,Cv653,XP_006365342.1
624,PGSC0003DMG400006523,Cv653,XP_006360835.1
625,PGSC0003DMG400005620,Cv653,XP_006341651.1
626,PGSC0003DMG401009929,Cv653,XP_006342200.1
627,PGSC0003DMG401021462,Cv653,XP_006350466.1
628,PGSC0003DMG400029105,Cv653,XP_006352187.1
629,PGSC0003DMG400018789,Cv653,XP_006361622.1
630,PGSC0003DMG400014403,Cv653,XP_004248308.2
631,PGSC0003DMG401031070,Cv653,XP_006367961.1
632,PGSC0003DMG400015263,Cv653,XP_006351510.1
633,PGSC0003DMG400003867,Cv653,XP_006354405.1
634,PGSC0003DMG400024631,Cv653,XP_006345113.1
635,PGSC0003DMG400030374,Cv653,XP_006350861.1
636,PGSC0003DMG400015992,Cv653,XP_004252264.1
637,Novel03362,Cv653,XP_009590464.1
638,PGSC0003DMG400003296,Cv653,XP_006347683.1
639,PGSC0003DMG400024784,Cv653,XP_006344727.1
640,PGSC0003DMG400026077,Cv653,CDP17874.1
641,Novel02263,Cv653,XP_006353767.1
642,PGSC0003DMG400026311,Cv653,XP_006357063.1
643,Novel02065,Cv653,XP_004237420.1
644,Novel01207,Cv653,XP_010323797.1
645,PGSC0003DMG401004392,Cv653,XP_009768406.1
646,PGSC0003DMG401002858,Cv653,XP_006344268.1
647,PGSC0003DMG400024018,Cv653,XP_006358210.1
648,PGSC0003DMG400028891,Cv653,XP_010322206.1
649,PGSC0003DMG400021785,Cv653,XP_006366316.1
650,Novel03422,Cv653,XP_006354509.1
651,PGSC0003DMG400007119,Cv653,XP_006347235.1
652,PGSC0003DMG400013096,Cv653,XP_006349264.1
653,Novel02603,Cv653,XP_006360195.1
654,PGSC0003DMG400001617,Cv653,XP_006359611.1
655,PGSC0003DMG401022603,Cv653,XP_006357227.1
656,PGSC0003DMG402019602,Cv653,XP_006360164.1
657,Novel02365,Cv653,XP_006338192.1
658,PGSC0003DMG400027868,Cv653,XP_006365953.1
659,PGSC0003DMG400014662,Cv653,XP_006364357.1
660,PGSC0003DMG400022173,Cv653,XP_006346140.1
661,PGSC0003DMG401025960,Cv653,NP_001275221.1
662,PGSC0003DMG400029266,Cv653,NP_001274814.1
663,PGSC0003DMG400007239,Cv653,XP_006355618.1
664,PGSC0003DMG400014700,Cv653,NP_001275005.1
665,Novel00201,Cv653,XP_006355177.1
666,PGSC0003DMG400003661,Cv653,XP_006340783.1
667,PGSC0003DMG400028562,Cv653,XP_006361894.1
668,PGSC0003DMG400004296,Cv653,XP_004251533.1
669,PGSC0003DMG400014093,Cv653,NP_001274926.1
670,PGSC0003DMG400027209,Cv653,XP_006355733.1
671,PGSC0003DMG400029822,Cv653,XP_006351301.1
672,PGSC0003DMG400011848,Cv653,XP_006352134.1
673,PGSC0003DMG400028568,Cv653,XP_006361886.1
674,PGSC0003DMG400021647,Cv653,XP_006345588.1
675,PGSC0003DMG400024825,Cv653,XP_006356320.1
676,PGSC0003DMG400002204,Cv653,XP_006355328.1
677,PGSC0003DMG400026829,Cv653,EIF5A4
678,PGSC0003DMG400000721,Cv653,XP_004230958.2
679,PGSC0003DMG400008363,Cv653,XP_004249129.1
680,PGSC0003DMG400007054,Cv653,XP_006348352.1
681,PGSC0003DMG400006184,Cv653,XP_006359705.1
682,PGSC0003DMG400008144,Cv653,XP_009601585.1
683,PGSC0003DMG400001551,Cv653,XP_006340887.1
684,PGSC0003DMG400026344,Cv653,XP_006362862.1
685,PGSC0003DMG400018141,Cv653,XP_006344521.1
686,PGSC0003DMG401030861,Cv653,XP_006364469.1
687,PGSC0003DMG400024327,Cv653,XP_006351934.1
688,PGSC0003DMG400021784,Cv653,XP_004235065.1
689,PGSC0003DMG400024536,Cv653,XP_006345118.1
690,PGSC0003DMG400033583,Cv653,XP_006351722.1
691,PGSC0003DMG400015688,Cv653,XP_004250184.1
692,PGSC0003DMG400001371,Cv653,XP_006338345.1
693,PGSC0003DMG400024491,Cv653,XP_004236118.1
694,PGSC0003DMG400030386,Cv653,NP_001275096.1
695,PGSC0003DMG401022202,Cv653,XP_006346181.1
696,PGSC0003DMG400003316,Cv653,XP_006367421.1
697,PGSC0003DMG400018700,Cv653,XP_006340284.1
698,PGSC0003DMG400026493,Cv653,XP_007029793.1
699,PGSC0003DMG401023760,Cv653,XP_006349382.1
700,PGSC0003DMG400015853,Cv653,ABC24972.1
701,PGSC0003DMG400022210,Cv653,XP_006346260.1
702,PGSC0003DMG400024561,Cv653,XP_006345174.1
703,Novel00931,Cv653,XP_009587380.1
704,Novel01399,Cv653,HG975446.1
705,PGSC0003DMG400027313,Cv653,XP_006360481.1
706,PGSC0003DMG400016273,Cv653,XP_006350726.1
707,PGSC0003DMG400001848,Cv653,XP_006358602.1
708,PGSC0003DMG400009923,Cv653,XP_004238458.1
709,PGSC0003DMG400016006,Cv653,XP_006365341.1
710,PGSC0003DMG400035389,Cv653,XP_006361932.1
711,PGSC0003DMG400027459,Cv653,XP_010323234.1
712,PGSC0003DMG400005757,Cv653,XP_006341513.1
713,PGSC0003DMG400002819,Cv653,XP_006344253.1
714,PGSC0003DMG400009707,Cv653,XP_006355612.1
715,PGSC0003DMG400009810,Cv653,XP_004228509.1
716,PGSC0003DMG400025972,Cv653,XP_006347893.1
717,PGSC0003DMG400002392,Cv653,XP_006353789.1
718,PGSC0003DMG400013924,Cv653,XP_006366045.1
719,PGSC0003DMG400025619,Cv653,XP_006363526.1
720,PGSC0003DMG400001528,Cv653,XP_006340818.1
721,PGSC0003DMG400027535,Cv653,EPS74145.1
722,PGSC0003DMG400008026,Cv653,XP_006354906.1
723,PGSC0003DMG400016623,Cv653,XP_006358805.1
724,Novel03046,Cv653,XP_006357060.1
725,PGSC0003DMG400001452,Cv653,XP_006338371.1
726,PGSC0003DMG400014266,Cv653,XP_006353368.1
727,PGSC0003DMG400029625,Cv653,XP_004247835.1
728,PGSC0003DMG402008350,Cv653,XP_006362246.1
729,PGSC0003DMG400015510,Cv653,XP_006346966.1
730,PGSC0003DMG400031072,Cv653,AFU61114.1
731,Novel02135,Cv653,XP_006353385.1
732,Novel02397,Cv653,XP_006349568.1
733,Novel01055,Cv653,XP_006356377.1
734,PGSC0003DMG400003591,Cv653,XP_006340788.1
735,PGSC0003DMG400003339,Cv653,XP_006366439.1
736,PGSC0003DMG400007199,Cv653,XP_006364769.1
737,PGSC0003DMG400028394,Cv653,XP_006348752.1
738,PGSC0003DMG400018990,Cv653,XP_006361896.1
739,PGSC0003DMG402002270,Cv653,XP_006358394.1
740,PGSC0003DMG400032136,Cv653,XP_006354150.1
741,PGSC0003DMG400013221,Cv653,XP_006367620.1
742,PGSC0003DMG400030251,Cv653,XP_006364035.1
743,PGSC0003DMG400029591,Cv653,XP_006355213.1
744,PGSC0003DMG400003119,Cv653,XP_006361992.1
745,Novel00447,Cv653,XP_006337958.1
746,PGSC0003DMG400030473,Cv653,NP_001234247.1
747,PGSC0003DMG400021509,Cv653,XP_006362058.1
748,PGSC0003DMG400015998,Cv653,XP_006363657.1
749,PGSC0003DMG401020784,Cv653,XP_006361723.1
750,PGSC0003DMG400015799,Cv653,XP_006353879.1
751,PGSC0003DMG400021614,Cv653,XP_006364662.1
752,PGSC0003DMG400019528,Cv653,XP_006364590.1
753,PGSC0003DMG402025785,Cv653,XP_006346446.1
754,PGSC0003DMG400025803,Cv653,XP_006346525.1
755,PGSC0003DMG400016270,Cv653,XP_006350653.1
756,Novel02363,Cv653,XP_009606176.1
757,Novel01563,Cv653,XP_006347082.1
758,PGSC0003DMG400046546,Cv653,XP_006346074.1
759,PGSC0003DMG400027161,Cv653,XP_004239876.1
760,PGSC0003DMG400030953,Cv653,XP_006362045.1
761,PGSC0003DMG400002729,Cv653,XP_006341189.1
762,Novel02633,Cv653,XP_006356227.1
763,PGSC0003DMG400024161,Cv653,XP_009772156.1
764,PGSC0003DMG403001521,Cv653,XP_002272512.1
765,PGSC0003DMG400018761,Cv653,XP_006346855.1
766,PGSC0003DMG400015463,Cv653,XP_006342577.1
767,PGSC0003DMG400006576,Cv653,AAG31013.1
768,PGSC0003DMG400008730,Cv653,HG975521.1
769,PGSC0003DMG400006640,Cv653,XP_006361322.1
770,PGSC0003DMG400012566,Cv653,XP_006351858.1
771,PGSC0003DMG400026532,Cv653,XP_006349079.1
772,PGSC0003DMG400008223,Cv653,XP_006351581.1
773,PGSC0003DMG400019418,Cv653,XP_006358674.1
774,PGSC0003DMG400001529,Cv653,XP_006340817.1
775,PGSC0003DMG400017069,Cv653,XP_006351975.1
776,PGSC0003DMG400005082,Cv653,XP_004234482.1
777,PGSC0003DMG400026285,Cv653,XP_006357073.1
778,PGSC0003DMG400013229,Cv653,XP_006365287.1
779,PGSC0003DMG400013098,Cv653,XP_006349259.1
780,PGSC0003DMG400016480,Cv653,XP_004232709.1
781,PGSC0003DMG400027392,Cv653,XP_004251441.2
782,PGSC0003DMG400018428,Cv653,XP_006355113.1
783,PGSC0003DMG400034095,Cv653,XP_006368032.1
784,PGSC0003DMG400013099,Cv653,XP_006349261.1
785,PGSC0003DMG400004684,Cv653,XP_006349868.1
786,PGSC0003DMG400005642,Cv653,XP_004235808.1
787,PGSC0003DMG400006230,Cv653,XP_009622855.1
788,Novel00507,Cv653,XP_007207822.1
789,PGSC0003DMG400012263,Cv653,XP_004245502.1
790,PGSC0003DMG400011548,Cv653,XP_006342662.1
791,PGSC0003DMG400028606,Cv653,XP_006361864.1
792,PGSC0003DMG400029618,Cv653,XP_006360332.1
793,Novel01394,Cv653,XP_006363428.1
794,PGSC0003DMG400027338,Cv653,XP_006360518.1
795,PGSC0003DMG400000808,Cv653,XP_006362529.1
796,PGSC0003DMG400030389,Cv653,XP_006350899.1
797,PGSC0003DMG400003108,Cv653,NP_001275266.1
798,PGSC0003DMG400003774,Cv653,XP_006342034.1
799,PGSC0003DMG400004251,Cv653,XP_006364117.1
800,PGSC0003DMG402000020,Cv653,XP_010326198.1
801,PGSC0003DMG400030212,Cv653,XP_011097626.1
802,PGSC0003DMG402027859,Cv653,XP_006367308.1
803,PGSC0003DMG400017191,Cv653,XP_006354527.1
804,PGSC0003DMG400034307,Cv653,XP_006352176.1
805,PGSC0003DMG400046804,Cv653,XP_006342953.1
806,PGSC0003DMG400020148,Cv653,XP_006352736.1
807,PGSC0003DMG402024654,Cv653,XP_004235980.1
808,PGSC0003DMG401015901,Cv653,XP_009761977.1
809,PGSC0003DMG400024063,Cv653,XP_006343302.1
810,PGSC0003DMG400031258,Cv653,XP_006366104.1
811,PGSC0003DMG400025219,Cv653,XP_006351055.1
812,Novel01751,Cv653,XP_006351500.1
813,PGSC0003DMG400001853,Cv653,XP_006358625.1
814,PGSC0003DMG400017447,Cv653,XP_009765773.1
815,PGSC0003DMG401001235,Cv653,XP_006337989.1
816,PGSC0003DMG400025976,Cv653,XP_006347913.1
817,PGSC0003DMG400007074,Cv653,XP_006348303.1
818,Novel02136,Cv653,XP_006343886.1
819,PGSC0003DMG400000811,Cv653,XP_006362535.1
820,PGSC0003DMG400019405,Cv653,XP_006358652.1
821,PGSC0003DMG400028901,Cv653,XP_006360184.1
822,PGSC0003DMG400009147,Cv653,XP_006342901.1
823,PGSC0003DMG401022475,Cv653,XP_006347791.1
824,Novel01798,Cv653,XP_006342849.1
825,PGSC0003DMG400016291,Cv653,BAB71853.1
826,PGSC0003DMG400030017,Cv653,XP_009611473.1
827,PGSC0003DMG400025795,Cv653,NP_001274844.1
828,PGSC0003DMG400030087,Cv653,XP_006360800.1
829,PGSC0003DMG400006956,Cv653,XP_006357151.1
830,PGSC0003DMG400016210,Cv653,XP_006353190.1
831,Novel03302,Cv653,XP_009589048.1
832,PGSC0003DMG400018334,Cv653,XP_004230025.1
833,PGSC0003DMG400019510,Cv653,XP_006364592.1
834,PGSC0003DMG400012662,Cv653,AAG01124.1
835,PGSC0003DMG400023833,Cv653,XP_004252384.1
836,PGSC0003DMG400024497,Cv653,XP_006345049.1
837,PGSC0003DMG400029760,Cv653,NP_001275276.1
838,PGSC0003DMG400014458,Cv653,XP_006346641.1
839,PGSC0003DMG400011900,Cv653,XP_004248043.1
840,Novel00284,Cv653,XP_006359158.1
841,PGSC0003DMG400019531,Cv653,XP_006364595.1
842,PGSC0003DMG400020637,Cv653,XP_006344091.1
843,PGSC0003DMG400002196,Cv653,XP_006345303.1
844,PGSC0003DMG400018621,Cv653,XP_006357611.1
845,PGSC0003DMG400010048,Cv653,KDP24356.1
846,PGSC0003DMG400016004,Cv653,XP_006365343.1
847,Novel01794,Cv653,XP_006343006.1
848,PGSC0003DMG400020657,Cv653,XP_006366807.1
849,PGSC0003DMG400021515,Cv653,XP_006362068.1
850,PGSC0003DMG402030499,Cv653,XP_006344237.1
851,PGSC0003DMG400021194,Cv653,XP_004233887.1
852,PGSC0003DMG400028174,Cv653,XP_006339116.1
853,PGSC0003DMG400018515,Cv653,XP_006350499.1
854,PGSC0003DMG400011741,Cv653,XP_004243641.1
855,PGSC0003DMG400024475,Cv653,XP_006345017.1
856,PGSC0003DMG400021346,Cv653,XP_006348418.1
857,PGSC0003DMG401011174,Cv653,XP_006343664.1
858,PGSC0003DMG400017437,Cv653,XP_006341755.1
859,PGSC0003DMG402013636,Cv653,XP_006364827.1
860,PGSC0003DMG400034115,Cv653,BAR94037.1
861,PGSC0003DMG400019435,Cv653,NP_001275628.1
862,PGSC0003DMG400011740,Cv653,ADJ96636.1
863,PGSC0003DMG400013533,Cv653,XP_006348794.1
864,Novel00552,Cv653,XP_006358572.1
865,PGSC0003DMG402027248,Cv653,XP_009783214.1
866,PGSC0003DMG401007600,Cv653,XP_006367245.1
867,PGSC0003DMG400011058,Cv653,XP_006339038.1
868,Novel01882,Cv653,XP_006353904.1
869,PGSC0003DMG400012093,Cv653,XP_006356878.1
870,PGSC0003DMG400029860,Cv653,HG975449.1
871,PGSC0003DMG400013506,Cv653,XP_010320570.1
872,PGSC0003DMG402024074,Cv653,XP_004234493.1
873,Novel01078,Cv653,XP_006340227.1
874,PGSC0003DMG400005851,Cv653,XP_006352228.1
875,Novel00472,Cv653,XP_006358205.1
876,PGSC0003DMG400029931,Cv653,XP_004240722.1
877,PGSC0003DMG400027054,Cv653,XP_006347379.1
878,PGSC0003DMG400007850,Cv653,XR_367474.2
879,PGSC0003DMG400025398,Cv653,CBI32689.3
880,PGSC0003DMG402029166,Cv653,XP_006343468.1
881,PGSC0003DMG401006826,Cv653,NP_001234453.1
882,PGSC0003DMG400031325,Cv653,XP_004242239.1
883,PGSC0003DMG400008018,Cv653,XP_010320340.1
884,PGSC0003DMG400004306,Cv653,XP_004244854.1
885,Novel03326,Cv653,XP_006367266.1
886,PGSC0003DMG400004170,Cv653,XP_006344055.1
887,PGSC0003DMG400016372,Cv653,XP_006348578.1
888,PGSC0003DMG400005742,Cv653,XP_006341541.1
889,PGSC0003DMG400014159,Cv653,XP_006341429.1
890,PGSC0003DMG402025899,Cv653,CDP08508.1
891,PGSC0003DMG400022129,Cv653,XP_006346048.1
892,PGSC0003DMG400033079,Cv653,XP_006354785.1
893,PGSC0003DMG400007188,Cv653,XP_006364756.1
894,PGSC0003DMG400009277,Cv653,XP_006350336.1
895,PGSC0003DMG400009376,Cv653,XP_006348820.1
896,PGSC0003DMG400001945,Cv653,HG975516.1
897,PGSC0003DMG400017997,Cv653,XP_004228511.1
898,Novel02329,Cv653,XP_009768274.1
899,PGSC0003DMG400046676,Cv653,XP_006358254.1
900,PGSC0003DMG400011823,Cv653,XP_006356674.1
901,PGSC0003DMG400005136,Cv653,XP_006341931.1
902,PGSC0003DMG400000584,Cv653,XP_006347516.1
903,PGSC0003DMG400003569,Cv653,XP_006340742.1
904,PGSC0003DMG400011840,Cv653,CDP02331.1
905,PGSC0003DMG400031113,Cv653,XP_006359119.1
906,PGSC0003DMG400000545,Cv653,XP_006347546.1
907,PGSC0003DMG400026983,Cv653,XP_006347412.1
908,Novel02158,Cv653,XP_006361434.1
909,PGSC0003DMG400023600,Cv653,XP_006346811.1
910,PGSC0003DMG400019944,Cv653,XP_006364239.1
911,PGSC0003DMG400025957,Cv653,XP_006347870.1
912,PGSC0003DMG400011752,Cv653,XP_006357878.1
913,PGSC0003DMG402025066,Cv653,XP_009787721.1
914,PGSC0003DMG400001126,Cv653,XP_006352121.1
915,PGSC0003DMG401000527,Cv653,XP_006338550.1
916,PGSC0003DMG400030528,Cv653,XP_006344173.1
917,PGSC0003DMG400028209,Cv653,XP_006339215.1
918,PGSC0003DMG400006455,Cv653,XM_006363403.2
919,PGSC0003DMG400007731,Cv653,AAQ22726.1
920,PGSC0003DMG400030608,Cv653,XP_006357771.1
921,PGSC0003DMG400004923,Cv653,XP_010320287.1
922,PGSC0003DMG400024508,Cv653,AFA51419.1
923,PGSC0003DMG400020032,Cv653,XP_006367795.1
924,PGSC0003DMG400014381,Cv653,XP_006346168.1
925,PGSC0003DMG400018429,Cv653,XP_006355114.1
926,PGSC0003DMG400026397,Cv653,XP_006357824.1
927,PGSC0003DMG400011135,Cv653,XP_006343659.1
928,PGSC0003DMG400002694,Cv653,XP_004246530.1
929,PGSC0003DMG400003924,Cv653,XP_006363718.1
930,PGSC0003DMG400015169,Cv653,XP_006351456.1
931,PGSC0003DMG400006090,Cv653,XP_006362185.1
932,PGSC0003DMG400007621,Cv653,XP_006358036.1
933,PGSC0003DMG401002121,Cv653,XP_004237964.1
934,PGSC0003DMG400003109,Cv653,XP_006361997.1
935,PGSC0003DMG402011297,Cv653,XP_006352628.1
936,PGSC0003DMG402020232,Cv653,XP_009592088.1
937,PGSC0003DMG400024546,Cv653,NP_001275229.1
938,PGSC0003DMG400028744,Cv653,XP_006361644.1
939,PGSC0003DMG400013828,Cv653,NP_001275272.1
940,PGSC0003DMG400019437,Cv653,NP_001275608.1
941,PGSC0003DMG400019189,Cv653,XP_006349477.1
942,PGSC0003DMG400024157,Cv653,XP_006367464.1
943,PGSC0003DMG400012501,Cv653,XP_006358342.1
944,PGSC0003DMG400006081,Cv653,XP_006362156.1
945,PGSC0003DMG400022111,Cv653,XP_006361850.1
946,PGSC0003DMG400011213,Cv653,XP_006343592.1
947,PGSC0003DMG400024704,Cv653,XP_004230220.1
948,PGSC0003DMG400008613,Cv653,XP_006359832.1
949,PGSC0003DMG400017607,Cv653,XP_006363670.1
950,PGSC0003DMG400012017,Cv653,XP_006367807.1
951,PGSC0003DMG400026401,Cv653,XP_006346904.1
952,Novel02215,Cv653,XR_001474331.1
953,Novel02894,Cv653,XP_004243295.2
954,PGSC0003DMG400021477,Cv653,XP_010315703.1
955,PGSC0003DMG400042768,Cv653,XP_006352898.1
956,PGSC0003DMG400027196,Cv653,XP_006355694.1
957,PGSC0003DMG400014288,Cv653,XP_004234385.1
958,PGSC0003DMG400017643,Cv653,XP_006357264.1
959,PGSC0003DMG400001574,Cv653,XP_006340819.1
960,PGSC0003DMG400017637,Cv653,XP_006357252.1
961,PGSC0003DMG402010991,Cv653,XP_006339043.1
962,PGSC0003DMG400033126,Cv653,XP_006356527.1
963,PGSC0003DMG400018464,Cv653,XP_006361239.1
964,PGSC0003DMG400010465,Cv653,XP_009601140.1
965,PGSC0003DMG400005723,Cv653,XP_006341601.1
966,PGSC0003DMG400002144,Cv653,XP_006358701.1
967,PGSC0003DMG400015795,Cv653,NP_001274874.1
968,PGSC0003DMG400012924,Cv653,CAN62421.1
969,PGSC0003DMG400024139,Cv653,XP_006361592.1
970,PGSC0003DMG400015744,Cv653,XP_006365463.1
971,PGSC0003DMG400002452,Cv653,XP_006367548.1
972,PGSC0003DMG400016382,Cv653,NP_001275415.1
973,PGSC0003DMG400030710,Cv653,XP_006359492.1
974,PGSC0003DMG400032190,Cv653,NP_001275175.1
975,Novel01590,Cv653,XP_006340954.1
976,PGSC0003DMG402022673,Cv653,XP_006342764.1
977,PGSC0003DMG400011402,Cv653,XP_006359376.1
978,Novel02438,Cv653,XP_006357280.1
979,PGSC0003DMG400004817,Cv653,XP_006355433.1
980,PGSC0003DMG400003870,Cv653,XP_006354409.1
981,PGSC0003DMG400020151,Cv653,XP_006352727.1
982,PGSC0003DMG400014342,Cv653,XP_006353303.1
983,PGSC0003DMG400007152,Cv653,XP_006347220.1
984,PGSC0003DMG400026789,Cv653,XP_006339973.1
985,PGSC0003DMG400011949,Cv653,XP_004249051.1
986,PGSC0003DMG400016156,Cv653,NP_001274945.1
987,PGSC0003DMG400022231,Cv653,XP_006346027.1
988,PGSC0003DMG400027903,Cv653,NP_001274928.1
989,Novel02698,Cv653,XP_010321894.1
990,PGSC0003DMG400003368,Cv653,NP_001275600.1
991,PGSC0003DMG400020587,Cv653,ADB85624.1
992,PGSC0003DMG402005708,Cv653,XP_006341632.1
993,PGSC0003DMG400017593,Cv653,CDP06706.1
