gene_id,B_111_readcount,B_CON_readcount,log2FoldChange,pval,padj
Cluster-15354.9527,503.8939498,0,Inf,1.48E-05,0.0089735
Cluster-15354.13839,152.710999,483.1322811,-1.6616,1.56E-05,0.0094044
Cluster-36018.0,79.17663875,278.1602546,-1.8128,1.59E-05,0.0095488
Cluster-15354.71125,23.35783839,186.3059601,-2.9957,1.67E-05,0.0099585
Cluster-15354.78457,192.5100607,40.26099461,2.2575,1.66E-05,0.0099585
Cluster-15354.122772,41.28334126,258.94541,-2.649,1.69E-05,0.010058
Cluster-15354.51598,56.72899803,261.9766225,-2.2073,1.69E-05,0.010058
Cluster-15354.144012,0,20.3163352,#NAME?,1.71E-05,0.01015
Cluster-15354.47264,597.1720194,204.362692,1.547,1.73E-05,0.010217
Cluster-15354.128315,246.4678107,66.01992392,1.9004,1.77E-05,0.010452
Cluster-15354.82473,9725.247578,3314.21141,1.5531,1.78E-05,0.01048
Cluster-15354.78556,2057.170977,422.5472417,2.2835,1.80E-05,0.010549
Cluster-15354.51511,241.4785306,66.44779945,1.8616,1.82E-05,0.010642
Cluster-15354.116540,13.46313906,174.7434424,-3.6982,1.86E-05,0.010762
Cluster-15354.46982,866.7038071,256.0639504,1.759,1.85E-05,0.010762
Cluster-15354.92139,1175.29,2998.375111,-1.3512,1.85E-05,0.010762
Cluster-15354.69206,79.9439064,9.774920545,3.0318,1.87E-05,0.010791
Cluster-15354.82018,8.13480794,69.51390504,-3.0951,1.90E-05,0.01096
Cluster-14388.2,0.24561447,25.69860712,-6.7092,1.96E-05,0.011273
Cluster-15354.81006,1.418249546,34.79063526,-4.6165,1.97E-05,0.011273
Cluster-15354.144657,425.5071076,0,Inf,2.00E-05,0.011417
Cluster-15354.17031,45.48661242,185.1770356,-2.0254,2.06E-05,0.011745
Cluster-15354.78302,138.821947,28.93891475,2.2622,2.08E-05,0.011809
Cluster-15354.89697,82.47687781,10.81325251,2.9312,2.08E-05,0.011817
Cluster-15354.108826,0,34.68003473,#NAME?,2.13E-05,0.012035
Cluster-15354.101364,300.2232493,820.1049215,-1.4498,2.14E-05,0.012062
Cluster-15354.50299,621.1130237,89.86486714,2.789,2.15E-05,0.012108
Cluster-15354.139855,35.2861392,155.9401797,-2.1438,2.19E-05,0.012217
Cluster-15354.68964,0,212.402185,#NAME?,2.18E-05,0.012217
Cluster-15354.80287,193.7973338,47.72719525,2.0217,2.19E-05,0.012217
Cluster-15354.51994,0,19.49337519,#NAME?,2.21E-05,0.012278
Cluster-15354.115863,107.1052396,17.98303706,2.5743,2.22E-05,0.012299
Cluster-2837.0,95.08817515,13.77709958,2.787,2.23E-05,0.012324
Cluster-15354.54969,26.40920811,0,Inf,2.26E-05,0.01249
Cluster-15354.100020,512.2655104,174.0457495,1.5574,2.28E-05,0.012516
Cluster-15354.112305,26.64454191,0,Inf,2.29E-05,0.012516
Cluster-47679.0,2.566576506,41.91229592,-4.0295,2.28E-05,0.012516
Cluster-15354.11568,407.6171282,0,Inf,2.32E-05,0.012642
Cluster-15354.149322,35.75833978,154.8058661,-2.1141,2.32E-05,0.012642
Cluster-15354.67273,177.4090876,41.72495535,2.0881,2.38E-05,0.012948
Cluster-15354.121490,26.32726562,0,Inf,2.48E-05,0.013456
Cluster-15354.70310,44.29758882,183.6837001,-2.0519,2.51E-05,0.013544
Cluster-15354.104735,2607.927076,547.1450737,2.2529,2.54E-05,0.013694
Cluster-15354.87833,105.0269325,17.90688178,2.5522,2.58E-05,0.013865
Cluster-15354.131411,47.70230753,191.0924469,-2.0021,2.59E-05,0.013874
Cluster-15354.122148,38.64461109,1.491096539,4.6958,2.65E-05,0.014153
Cluster-15354.102272,204.9118579,31.98744075,2.6794,2.67E-05,0.014192
Cluster-15354.78558,394.4068021,128.6839615,1.6159,2.66E-05,0.014192
Cluster-15354.111243,339.6845808,60.34176819,2.493,2.72E-05,0.014361
Cluster-15354.13475,25.91330613,0,Inf,2.72E-05,0.014361
Cluster-15354.147274,1.051807739,54.5455335,-5.6965,2.71E-05,0.014361
Cluster-15354.33814,12.03587137,84.67361042,-2.8146,2.74E-05,0.014361
Cluster-15354.82316,520.5487827,125.9644133,2.047,2.74E-05,0.014361
Cluster-15354.85986,851.2904913,2146.771948,-1.3344,2.73E-05,0.014361
Cluster-15354.35189,127.8391459,390.3658251,-1.6105,2.76E-05,0.014398
Cluster-15354.77452,74.13720115,8.444028776,3.1342,2.76E-05,0.014398
Cluster-15354.77689,515.7859572,177.5279801,1.5387,2.82E-05,0.014665
Cluster-15354.117973,5.469400243,59.94018536,-3.4541,2.84E-05,0.014714
Cluster-15354.5315,30.96390994,0.49703218,5.9611,2.84E-05,0.014714
Cluster-15354.55669,333.9283119,102.7646904,1.7002,2.87E-05,0.014798
Cluster-15354.84468,447.5459293,1147.173769,-1.358,2.87E-05,0.014798
Cluster-15354.104637,470.8689501,155.8197568,1.5954,2.88E-05,0.014811
Cluster-15354.28795,2.795417145,42.85523102,-3.9383,2.89E-05,0.014818
Cluster-15354.51831,54.42729403,0,Inf,2.91E-05,0.014872
Cluster-15354.123230,136.3155383,22.81028589,2.5792,2.96E-05,0.015071
Cluster-15354.31468,241.3061108,668.2853757,-1.4696,2.96E-05,0.015071
Cluster-15354.116103,1841.220092,743.3663833,1.3085,2.99E-05,0.015138
Cluster-15354.65367,19.86225725,109.7031854,-2.4655,2.99E-05,0.015138
Cluster-15354.90605,164.252042,485.6126135,-1.5639,3.04E-05,0.015352
Cluster-15354.101154,27.86678524,0,Inf,3.06E-05,0.015437
Cluster-15354.10741,328.6026693,0,Inf,3.11E-05,0.01564
Cluster-15354.105466,76.82719573,278.613467,-1.8586,3.12E-05,0.015646
Cluster-15354.39547,395.8390541,1017.317515,-1.3618,3.15E-05,0.015728
Cluster-15354.70938,1874.500481,216.0624166,3.117,3.18E-05,0.015875
Cluster-15354.85258,2343.794073,5948.435835,-1.3437,3.24E-05,0.016124
Cluster-15354.11075,378.7461594,0,Inf,3.29E-05,0.016349
Cluster-15354.128655,439.2995426,42.60649103,3.3661,3.31E-05,0.016395
Cluster-15354.129108,97.76787247,316.5185659,-1.6949,3.32E-05,0.016421
Cluster-15354.134351,0,18.51792299,#NAME?,3.37E-05,0.016625
Cluster-15354.58469,25.3401347,0,Inf,3.53E-05,0.017271
Cluster-15354.81270,65.59514829,229.7964599,-1.8087,3.52E-05,0.017271
Cluster-15354.83265,52.34170657,197.9722691,-1.9193,3.52E-05,0.017271
Cluster-15354.52152,434.4061586,142.2811271,1.6103,3.56E-05,0.017363
Cluster-15354.84360,2025.578226,831.6775753,1.2842,3.56E-05,0.017363
Cluster-15354.67954,25.03374577,0,Inf,3.62E-05,0.017612
Cluster-14528.1,213.8627461,58.9185374,1.8599,3.64E-05,0.017625
Cluster-15354.61102,208.3882301,55.88032622,1.8989,3.64E-05,0.017625
Cluster-15354.19092,7.72970269,66.40460907,-3.1028,3.66E-05,0.017644
Cluster-15354.119408,314.3825436,98.72999429,1.671,3.69E-05,0.017744
Cluster-15354.6410,42.40202292,176.8663419,-2.0605,3.69E-05,0.017744
Cluster-15354.132340,19.15764155,105.5242468,-2.4616,3.73E-05,0.017888
Cluster-15354.76655,540.8244249,193.3556404,1.4839,3.95E-05,0.018874
Cluster-15354.80741,24.88355197,0,Inf,3.98E-05,0.018986
Cluster-15354.3538,3.279111799,59.68054579,-4.1859,4.00E-05,0.019035
Cluster-15354.83070,4517.044807,1595.304159,1.5015,4.02E-05,0.019078
Cluster-13954.7,0,50.86591847,#NAME?,4.03E-05,0.019103
Cluster-15354.102278,1956.116587,4834.349672,-1.3053,4.12E-05,0.019456
Cluster-15354.23044,24.73912976,0,Inf,4.13E-05,0.01947
Cluster-15354.92132,456.3018451,1152.720625,-1.337,4.14E-05,0.01947
Cluster-15354.11274,293.2809984,0,Inf,4.15E-05,0.01951
Cluster-21542.1,24.83213192,0,Inf,4.19E-05,0.019612
Cluster-15354.93518,2.734700121,42.63259428,-3.9625,4.25E-05,0.019883
Cluster-15354.2385,168.4047212,483.4292947,-1.5214,4.34E-05,0.020258
Cluster-15354.83514,1453.130704,436.8849798,1.7338,4.39E-05,0.020409
Cluster-15354.42078,40.83990044,0,Inf,4.48E-05,0.0208
Cluster-15354.95329,0,27.19715009,#NAME?,4.53E-05,0.020995
Cluster-15354.91399,334.0792189,860.4890782,-1.365,4.55E-05,0.02102
Cluster-15354.4203,64.96955633,252.742009,-1.9598,4.60E-05,0.021207
Cluster-15354.90814,24.7965428,170.9832787,-2.7856,4.64E-05,0.021338
Cluster-15354.71591,179.3113597,741.8272765,-2.0486,4.70E-05,0.021594
Cluster-15354.11905,255.0940195,0,Inf,4.86E-05,0.022219
Cluster-15354.25619,12.42822002,82.68682508,-2.734,4.86E-05,0.022219
Cluster-15354.35188,74.58169142,318.5196544,-2.0945,4.89E-05,0.022299
Cluster-15354.74016,295.3160676,987.7847039,-1.7419,4.93E-05,0.02245
Cluster-15354.77455,441.0405114,1106.081843,-1.3265,5.03E-05,0.022834
Cluster-15354.124173,3.309248941,43.52036218,-3.7171,5.11E-05,0.023174
Cluster-15354.11904,248.7432963,0,Inf,5.13E-05,0.023177
Cluster-15354.19663,0,17.49434689,#NAME?,5.20E-05,0.023402
Cluster-15354.6579,263.4333517,0,Inf,5.19E-05,0.023402
Cluster-15354.11161,247.6256066,0,Inf,5.28E-05,0.023612
Cluster-15354.144475,36.49623264,0,Inf,5.27E-05,0.023612
Cluster-15354.70175,412.2132078,91.80361309,2.1668,5.28E-05,0.023612
Cluster-15354.64329,23.99475206,0,Inf,5.32E-05,0.023705
Cluster-15354.91252,23.99986784,0,Inf,5.32E-05,0.023705
Cluster-15354.133526,297.9807129,94.31124242,1.6597,5.44E-05,0.024177
Cluster-15354.101424,267.5795455,713.309836,-1.4146,5.48E-05,0.024306
Cluster-26979.0,1.47368682,31.67774915,-4.426,5.64E-05,0.024958
Cluster-15354.5019,0.210361548,45.16054244,-7.746,5.65E-05,0.024959
Cluster-15354.65618,140.6237317,419.7593082,-1.5777,5.70E-05,0.02511
Cluster-15354.89188,88.77661547,310.3036932,-1.8054,5.72E-05,0.025163
Cluster-35269.0,2.87571181,47.09395176,-4.0336,5.77E-05,0.025309
Cluster-15354.140533,4.755766399,51.10523921,-3.4257,5.90E-05,0.025795
Cluster-15354.58080,230.7814747,610.143147,-1.4026,5.90E-05,0.025795
Cluster-35589.0,45.85894062,0,Inf,6.00E-05,0.026152
Cluster-15354.112972,418.7217325,1041.744762,-1.3149,6.05E-05,0.026312
Cluster-15354.122285,23.48784784,0,Inf,6.10E-05,0.026474
Cluster-15354.7780,224.3332648,0,Inf,6.23E-05,0.026989
Cluster-15354.31329,9.791686945,70.16728571,-2.8412,6.29E-05,0.027206
Cluster-15354.51534,0,17.16155741,#NAME?,6.32E-05,0.027262
Cluster-15354.39963,37.67017933,153.2402763,-2.0243,6.43E-05,0.027667
Cluster-15354.89198,786.3163194,1905.520241,-1.277,6.52E-05,0.028034
Cluster-15354.82331,1358.059417,560.6053889,1.2765,6.55E-05,0.028081
Cluster-15354.91585,902.4842648,248.308952,1.8618,6.58E-05,0.028176
Cluster-15354.121393,0.49122894,23.24636645,-5.5645,6.61E-05,0.028231
Cluster-15354.99108,2.304188205,36.92228474,-4.0022,6.63E-05,0.028267
Cluster-15354.140353,56.15483451,5.964386157,3.235,6.66E-05,0.028279
Cluster-15354.58899,51.84553415,4.20189955,3.6251,6.65E-05,0.028279
Cluster-15354.44819,216.6767979,586.8309955,-1.4374,6.81E-05,0.028857
Cluster-15354.11271,218.7875788,0,Inf,6.90E-05,0.029145
Cluster-15354.5410,0.841446191,27.4758496,-5.0291,7.01E-05,0.029551
Cluster-15354.61235,0,17.37437179,#NAME?,7.04E-05,0.02962
Cluster-15354.81274,576.9010742,162.0468326,1.8319,7.17E-05,0.030102
Cluster-52876.0,23.21913868,0,Inf,7.18E-05,0.030102
Cluster-15354.8134,208.4082011,0,Inf,7.24E-05,0.030313
Cluster-15354.79467,190.8261763,34.56203245,2.465,7.27E-05,0.030367
Cluster-15354.38155,109.4606431,875.5258642,-2.9997,7.31E-05,0.030471
Cluster-15354.11272,215.6298436,0,Inf,7.34E-05,0.030516
Cluster-15354.77031,723.2169878,283.568456,1.3507,7.44E-05,0.030863
Cluster-15354.102241,23.05794264,0,Inf,7.49E-05,0.031046
Cluster-15354.106178,208.1825498,597.4855731,-1.5211,7.53E-05,0.031103
Cluster-15354.27779,98.03247454,321.942543,-1.7155,7.55E-05,0.031103
Cluster-15354.86372,396.9326164,965.9795907,-1.2831,7.55E-05,0.031103
Cluster-15354.120346,68.47421312,3.555380537,4.2675,7.58E-05,0.031139
Cluster-15354.101361,2535.838313,6181.00262,-1.2854,7.65E-05,0.03128
Cluster-15354.104231,94.32003868,16.73574699,2.4946,7.66E-05,0.03128
Cluster-15354.15660,15.1940493,92.66608883,-2.6085,7.69E-05,0.03128
Cluster-15354.67896,23.12493143,0,Inf,7.65E-05,0.03128
Cluster-15354.71500,27.0374315,124.3101067,-2.2009,7.69E-05,0.03128
Cluster-15354.147076,0,16.76333059,#NAME?,7.75E-05,0.031405
Cluster-15354.38429,352.4334218,120.360985,1.55,7.79E-05,0.031405
Cluster-15354.85352,1380.534809,567.4160563,1.2827,7.76E-05,0.031405
Cluster-15354.91216,448.0454557,160.2678388,1.4832,7.78E-05,0.031405
Cluster-15354.93537,59.38692054,6.748012066,3.1376,7.77E-05,0.031405
Cluster-15354.59162,0,16.68569496,#NAME?,7.82E-05,0.031467
Cluster-15354.25117,16.03450347,89.91684731,-2.4874,7.92E-05,0.031793
Cluster-15354.102167,110.0550974,22.79315409,2.2716,8.15E-05,0.032651
Cluster-15354.31706,22.721474,0,Inf,8.20E-05,0.032797
Cluster-15354.142689,40.20425763,2.295892182,4.1302,8.26E-05,0.032987
Cluster-15354.22862,3.929831519,44.33753776,-3.496,8.32E-05,0.033128
Cluster-15354.144530,193.9273513,0,Inf,8.62E-05,0.034111
Cluster-15354.82467,1291.377027,545.9673017,1.242,8.60E-05,0.034111
Cluster-15354.87378,277.1209782,718.2502537,-1.374,8.63E-05,0.034111
Cluster-39622.2,0,101.4129029,#NAME?,8.60E-05,0.034111
Cluster-15354.70496,397.13696,75.13500525,2.4021,8.76E-05,0.034578
Cluster-15354.125059,51.68125546,222.8704293,-2.1085,8.86E-05,0.034864
Cluster-15354.143144,470.2729785,170.9271634,1.4601,8.87E-05,0.034864
Cluster-15354.115079,22.62231494,0,Inf,8.91E-05,0.034955
Cluster-15354.86126,975.4574244,253.2349188,1.9456,9.00E-05,0.035246
Cluster-15354.132857,637.5595757,243.4027164,1.3892,9.08E-05,0.035342
Cluster-15354.20176,28.66620657,125.8874072,-2.1347,9.05E-05,0.035342
Cluster-15354.86247,57.98060788,393.0481061,-2.7611,9.08E-05,0.035342
Cluster-15354.123027,32.2986757,131.7012293,-2.0277,9.10E-05,0.035387
Cluster-15354.94850,22.52409046,0,Inf,9.15E-05,0.03548
Cluster-24662.0,108.181913,21.9952201,2.2982,9.19E-05,0.0356
Cluster-15354.38394,1.288182663,29.95697257,-4.5395,9.22E-05,0.035624
Cluster-15354.82188,224.3614914,17.90970551,3.647,9.30E-05,0.035887
Cluster-15354.13342,180.5837606,48.87567996,1.8855,9.44E-05,0.036335
Cluster-15354.71537,0,16.41771339,#NAME?,9.45E-05,0.036335
Cluster-15354.26417,524.0467001,169.4000568,1.6293,9.47E-05,0.036348
Cluster-15354.89016,495.6920223,185.126088,1.4209,9.53E-05,0.036502
Cluster-15354.40677,206.6468752,570.2707065,-1.4645,9.67E-05,0.036967
Cluster-33557.0,0,16.2136888,#NAME?,9.69E-05,0.036967
Cluster-15354.120489,0,16.16556491,#NAME?,9.75E-05,0.037114
Cluster-15354.135098,80.29154952,0,Inf,9.80E-05,0.037164
Cluster-15354.90607,417.0115476,1019.758469,-1.2901,9.79E-05,0.037164
Cluster-15354.107579,195.3806733,56.47167804,1.7907,0.00010081,0.03814
Cluster-15354.110230,0,58.10158815,#NAME?,0.00010089,0.03814
Cluster-50276.4,22.07900181,0,Inf,0.00010119,0.038182
Cluster-15354.30654,434.6726705,157.5262253,1.4643,0.00010137,0.038184
Cluster-15354.11232,176.88113,0,Inf,0.00010292,0.038682
Cluster-15354.148199,1.262169287,30.14193721,-4.5778,0.00010307,0.038682
Cluster-15354.4421,22.06679449,0,Inf,0.0001034,0.038738
Cluster-15354.144246,192.0864523,14.65285085,3.7125,0.00010437,0.038961
Cluster-15354.7781,173.4390595,0,Inf,0.00010431,0.038961
Cluster-15354.89394,44.0210666,162.274806,-1.8822,0.00010501,0.039127
Cluster-15354.47839,1019.756258,417.6901722,1.2877,0.00010571,0.039318
Cluster-15354.47008,0,72.77165529,#NAME?,0.0001085,0.040254
Cluster-15354.56124,27.50882063,136.0900663,-2.3066,0.00010861,0.040254
Cluster-15354.88028,206.8300758,48.11129564,2.104,0.00010905,0.040344
Cluster-15354.66454,53.32681269,0,Inf,0.00010945,0.040418
Cluster-21582.4,0,46.00341329,#NAME?,0.00011037,0.040688
Cluster-15354.104173,196.0470109,519.4915719,-1.4059,0.00011069,0.040734
Cluster-15354.104216,77.37666575,11.93863935,2.6963,0.00011184,0.040947
Cluster-15354.17407,0,110.5846813,#NAME?,0.00011187,0.040947
Cluster-15354.24461,89.0594587,8.426896974,3.4017,0.0001116,0.040947
Cluster-15354.113793,194.8638822,509.2074209,-1.3858,0.000113,0.041291
Cluster-15354.76674,76.29961532,240.2279879,-1.6547,0.00011369,0.041394
Cluster-15354.98322,431.9844546,1438.65992,-1.7357,0.00011361,0.041394
Cluster-15354.112973,689.794802,1613.18068,-1.2257,0.00011432,0.041433
Cluster-15354.29273,21.69166241,0,Inf,0.00011448,0.041433
Cluster-15354.33527,80.18929954,247.8220579,-1.6278,0.00011411,0.041433
Cluster-15354.40659,18.43576018,95.64724935,-2.3752,0.00011459,0.041433
Cluster-15354.101651,212.0637485,63.63119244,1.7367,0.00011491,0.04145
Cluster-15354.3789,36.35362222,1.777690269,4.354,0.00011504,0.04145
Cluster-15354.124905,259.6160179,82.81590859,1.6484,0.00011633,0.041824
Cluster-15354.79044,102.3029476,298.4906764,-1.5448,0.00011648,0.041824
Cluster-15354.144476,0,15.92709507,#NAME?,0.00011747,0.042035
Cluster-15354.99765,1658.470759,444.1183105,1.9008,0.00011733,0.042035
Cluster-15354.101915,12.53562661,77.17000384,-2.622,0.00011829,0.042256
Cluster-15354.112388,47.9878563,4.187143681,3.5186,0.00011872,0.042262
Cluster-15354.60928,20.66075227,102.2949757,-2.3078,0.00011859,0.042262
Cluster-15354.17395,43.82215003,3.214249054,3.7691,0.0001193,0.042333
Cluster-15354.17982,0,15.79236411,#NAME?,0.00011937,0.042333
Cluster-15354.87832,129.2558624,30.3630936,2.0898,0.00011959,0.042333
Cluster-48154.1,0,15.76733809,#NAME?,0.00011973,0.042333
Cluster-15354.98865,63.7718592,3.83318447,4.0563,0.00012026,0.042412
Cluster-22884.2,0,15.72307048,#NAME?,0.00012036,0.042412
Cluster-15354.35777,21.7692107,0,Inf,0.00012086,0.042516
Cluster-15354.11566,160.1452491,0,Inf,0.00012436,0.043596
Cluster-15354.142942,1.181874622,56.16180479,-5.5704,0.00012428,0.043596
Cluster-15354.5521,21.50676496,0,Inf,0.00012487,0.043704
Cluster-15354.100343,153.7092054,13.77709958,3.4799,0.00012517,0.043734
Cluster-15354.34288,178.8596797,50.30730523,1.83,0.00012555,0.043793
Cluster-15354.59876,53.01156119,220.5230572,-2.0566,0.00012905,0.044787
Cluster-15354.93133,137.7124965,384.4313586,-1.4811,0.00012898,0.044787
Cluster-15354.99009,33.9992765,169.3652084,-2.3166,0.00012876,0.044787
Cluster-15354.144855,7.581763426,58.01345605,-2.9358,0.0001294,0.044834
Cluster-15354.57458,0,42.15668716,#NAME?,0.00013272,0.04591
Cluster-15354.88461,530.5632099,1258.85403,-1.2465,0.00013323,0.046007
Cluster-15354.69378,895.972059,369.9988579,1.2759,0.00013351,0.04603
Cluster-15354.107205,323.4275409,791.8493469,-1.2918,0.00013442,0.046264
Cluster-15354.102046,112.0926995,330.8185347,-1.5613,0.0001349,0.046352
Cluster-15354.114112,25.33650277,0,Inf,0.00013863,0.047557
Cluster-15354.47657,58.73582378,6.666338507,3.1393,0.00014025,0.048034
Cluster-15354.87095,117.9303701,5.543509256,4.411,0.00014052,0.048047
Cluster-51700.1,0,15.60906146,#NAME?,0.00014314,0.048861
Cluster-15354.6578,146.7832449,0,Inf,0.00014338,0.048862
Cluster-15354.22793,265.6094981,86.9954242,1.6103,0.00014473,0.049243
Cluster-15354.17808,767.6278939,1779.220987,-1.2128,0.00014583,0.049534
Cluster-15354.7247,144.2248093,0,Inf,0.00014659,0.049711
