Gene_id,readcount_S_653,readcount_S_CON,log2FoldChange,pval,padj,Gene description,Gene name
PGSC0003DMG400003591,205.0060021,443.617875,-1.1137,9.30E-06,0.00068869,DNA-directed RNA polymerase [Source:PGSC_GENE;Acc:PGSC0003DMG400003591],
PGSC0003DMG400003593,415.4940589,840.4593213,-1.0164,3.37E-05,0.0019958,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400003593],
PGSC0003DMG400003608,358.6461055,745.9636822,-1.0565,5.08E-05,0.0027297,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400003608],
PGSC0003DMG400003625,135.75544,357.5514264,-1.3971,1.27E-07,1.98E-05,COL domain class transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400003625],
PGSC0003DMG400003661,700.7870334,414.0264236,0.75925,0.0017071,0.038948,RING-H2 finger protein ATL4M [Source:PGSC_GENE;Acc:PGSC0003DMG400003661],
PGSC0003DMG400003679,184.2456048,662.1044722,-1.8454,1.39E-13,1.28E-10,"Methyltransferase, TIGR00027 family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400003679]",
PGSC0003DMG400003694,727.2985043,1213.440117,-0.73848,0.002197,0.046112,Auxilin [Source:PGSC_GENE;Acc:PGSC0003DMG400003694],
PGSC0003DMG400003774,1143.888801,1838.33823,-0.68446,0.0017723,0.039768,"Endo-1,4-beta-glucanase [Source:PGSC_GENE;Acc:PGSC0003DMG400003774]",
PGSC0003DMG400003776,508.983462,908.5905876,-0.83601,0.0003897,0.01324,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400003776],
PGSC0003DMG400003865,221.452402,413.2871674,-0.90015,0.00040548,0.013623,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400003865],
PGSC0003DMG400003867,2879.288484,1733.121641,0.73234,0.0011653,0.0294,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400003867],
PGSC0003DMG400003870,34.23802145,82.53405797,-1.2694,0.00083499,0.02342,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400003870],
PGSC0003DMG400003897,1011.420384,573.3957308,0.81878,0.00049618,0.015823,PGPD14 [Source:PGSC_GENE;Acc:PGSC0003DMG400003897],
PGSC0003DMG400003932,138.014237,276.0452387,-1.0001,0.00023352,0.0090587,CPD photolyase [Source:PGSC_GENE;Acc:PGSC0003DMG400003932],
PGSC0003DMG400004007,238.9328188,491.6960282,-1.0412,2.26E-05,0.0014194,"Myosin heavy chain, fast skeletal muscle, embryonic [Source:PGSC_GENE;Acc:PGSC0003DMG400004007]",
PGSC0003DMG400004020,4153.220705,10470.15522,-1.334,0.0011974,0.029924,"Zeaxanthin epoxidase, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400004020]",
PGSC0003DMG400004043,127.0881331,322.9660062,-1.3456,5.36E-07,6.83E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004043],
PGSC0003DMG400004073,139.1020733,255.8612334,-0.87922,0.00090574,0.024672,Universal stress protein family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004073],
PGSC0003DMG400004082,17.27950468,52.0181448,-1.59,0.00038402,0.013117,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400004082],
PGSC0003DMG400004124,2056.96888,1111.628356,0.88785,0.00013067,0.0058808,Ribosomal protein S9 [Source:PGSC_GENE;Acc:PGSC0003DMG400004124],
PGSC0003DMG400004165,36.44448209,88.80012004,-1.2849,0.0004214,0.014012,Thylakoid soluble phosphoprotein [Source:PGSC_GENE;Acc:PGSC0003DMG400004165],
PGSC0003DMG400004168,324.2061597,855.9943429,-1.4007,1.14E-05,0.00080767,"Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:M0ZYF3]",NDA1
PGSC0003DMG400004251,43.93054477,120.3843273,-1.4544,1.94E-05,0.001256,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004251],
PGSC0003DMG400004259,5403.228771,1027.920454,2.3941,0.00055753,0.017166,Thaumatin [Source:PGSC_GENE;Acc:PGSC0003DMG400004259],
PGSC0003DMG400004262,92.41372718,28.06115655,1.7195,0.00010426,0.0048815,Thaumatin [Source:PGSC_GENE;Acc:PGSC0003DMG400004262],
PGSC0003DMG400004284,135.5481608,297.8623028,-1.1358,1.14E-05,0.00080767,Disease resistance protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004284],
PGSC0003DMG400004291,305.5521245,1321.627909,-2.1128,7.26E-19,2.11E-15,Oligopeptide transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400004291],
PGSC0003DMG400004296,172.8530898,318.0024089,-0.87949,0.00093898,0.025268,Disease resistance protein Gpa2 [Source:PGSC_GENE;Acc:PGSC0003DMG400004296],
PGSC0003DMG400004301,1401.454739,2486.701653,-0.82731,0.00020265,0.0081977,"Chlorophyll a,b binding protein type I [Source:PGSC_GENE;Acc:PGSC0003DMG400004301]",
PGSC0003DMG400004306,227.2112935,636.4878473,-1.4861,0.00012238,0.0055639,Ubiquitin-protein ligase BRE1A [Source:PGSC_GENE;Acc:PGSC0003DMG400004306],
PGSC0003DMG400004532,209.6663936,555.6148124,-1.406,9.02E-09,2.03E-06,Chloroplast ferredoxin I [Source:PGSC_GENE;Acc:PGSC0003DMG400004532],
PGSC0003DMG400004593,166.4101095,373.5902362,-1.1667,5.17E-06,0.00043524,Chitinase [Source:PGSC_GENE;Acc:PGSC0003DMG400004593],
PGSC0003DMG400004597,23.53869021,85.07215325,-1.8537,1.16E-06,0.00012845,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004597],
PGSC0003DMG400004601,273.8102928,726.6736408,-1.4081,1.01E-08,2.19E-06,CBL-interacting protein kinase 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400004601],
PGSC0003DMG400004630,7239.021563,4298.344663,0.75201,0.00046758,0.015175,Glyoxysomal fatty acid beta-oxidation multifunctional protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004630],
PGSC0003DMG400004652,4357.325292,13375.54244,-1.6181,9.79E-09,2.15E-06,Serine-pyruvate aminotransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400004652],
PGSC0003DMG400004659,1369.191252,3184.198641,-1.2176,4.37E-08,7.88E-06,UDP-D-glucuronic acid 4-epimerase [Source:PGSC_GENE;Acc:PGSC0003DMG400004659],
PGSC0003DMG400004684,436.6134358,737.5702734,-0.75642,0.0019751,0.042958,RelA-SpoT RSH4 [Source:PGSC_GENE;Acc:PGSC0003DMG400004684],
PGSC0003DMG400004686,6911.968614,4129.376072,0.74317,0.0010851,0.028085,Ubiquitin extension protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004686],
PGSC0003DMG400004764,137.9623548,71.45521223,0.94916,0.0018435,0.040864,Pentatricopeptide repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400004764],
PGSC0003DMG400004795,1882.133801,3659.393284,-0.95924,0.00091992,0.024906,Nitrate transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400004795],
PGSC0003DMG400004876,65.80474125,21.97932524,1.582,0.00013837,0.0061174,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004876],
PGSC0003DMG400004920,1395.752191,2566.527775,-0.87878,9.66E-05,0.0045991,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400004920],
PGSC0003DMG400004923,4919.128577,8225.548297,-0.74171,0.00095019,0.025455,Squalene monooxygenase [Source:PGSC_GENE;Acc:PGSC0003DMG400004923],
PGSC0003DMG400005007,69.86474151,152.3698838,-1.1249,0.00022871,0.0089389,"Transferase, transferring glycosyl groups [Source:PGSC_GENE;Acc:PGSC0003DMG400005007]",
PGSC0003DMG400005010,90.01565398,234.99226,-1.3844,3.63E-05,0.0021019,"Peptidase C45, acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase [Source:PGSC_GENE;Acc:PGSC0003DMG400005010]",
PGSC0003DMG400005019,652.5257677,369.5342901,0.82033,0.00086388,0.023886,Ormdl [Source:PGSC_GENE;Acc:PGSC0003DMG400005019],
PGSC0003DMG400005108,159.340628,37.47300928,2.0882,0.0018388,0.04079,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005108],
PGSC0003DMG400005120,1645.035544,3213.597571,-0.96607,0.00063259,0.018808,Glyoxisomal malate dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400005120],
PGSC0003DMG400005136,2463.668586,4093.038009,-0.73236,0.00087526,0.024094,2-hydroxyacid dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400005136],
PGSC0003DMG400005157,1272.812774,2680.753787,-1.0746,0.0008138,0.02297,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005157],
PGSC0003DMG400005192,872.5799514,517.7334592,0.75308,0.0016944,0.03883,40S ribosomal protein S11 [Source:PGSC_GENE;Acc:PGSC0003DMG400005192],
PGSC0003DMG400005199,10804.27122,6436.829565,0.74718,0.00095855,0.025596,Ubiquitin-40S ribosomal protein S27a [Source:UniProtKB/Swiss-Prot;Acc:P62981],UBI3
PGSC0003DMG400005214,571.7405395,1171.549546,-1.035,5.18E-06,0.00043524,Boron transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400005214],
PGSC0003DMG400005246,1346.729067,2232.536756,-0.72922,0.0018134,0.040399,Pterin-4-alpha-carbinolamine dehydratase [Source:PGSC_GENE;Acc:PGSC0003DMG400005246],
PGSC0003DMG400005276,291.5275178,592.1604319,-1.0224,0.00010131,0.0047803,Nitrogen fixation protein nifU [Source:PGSC_GENE;Acc:PGSC0003DMG400005276],
PGSC0003DMG400005372,30.24812121,77.76493204,-1.3623,0.00026413,0.009866,Photosystem I P700 chlorophyll a apoprotein A1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005372],
PGSC0003DMG400005442,909.4283409,545.2092214,0.73815,0.0015193,0.035704,Uncharacterized GPI-anchored protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005442],
PGSC0003DMG400005503,369.1681394,757.9355354,-1.0378,0.00042188,0.014013,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005503],
PGSC0003DMG400005528,424.267917,1053.171938,-1.3117,2.37E-08,4.70E-06,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005528],
PGSC0003DMG400005587,92.81173869,226.5725856,-1.2876,0.0014689,0.034839,Epidermal germacrene C synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400005587],
PGSC0003DMG400005604,126.3345302,256.2515966,-1.0203,0.00017691,0.0074461,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005604],
PGSC0003DMG400005612,3384.139149,2099.247668,0.68892,0.0015473,0.036049,Plastidic ATP/ADP-transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400005612],
PGSC0003DMG400005620,41.71048663,90.83520312,-1.1228,0.001776,0.039794,OLE-5 [Source:PGSC_GENE;Acc:PGSC0003DMG400005620],
PGSC0003DMG400005628,3589.557264,5944.510822,-0.72775,0.0011701,0.0294,Aspartic proteinase nepenthesin-1 [Source:PGSC_GENE;Acc:PGSC0003DMG400005628],
PGSC0003DMG400005633,465.9954622,782.6565258,-0.74806,0.0019617,0.042786,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400005633],
PGSC0003DMG400005691,659.4653007,408.7037484,0.69024,0.0024478,0.049542,WD-repeat protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005691],
PGSC0003DMG400005725,172.5936061,440.4840174,-1.3517,7.44E-07,9.10E-05,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005725],
PGSC0003DMG400005745,758.8641658,1473.308742,-0.95715,1.78E-05,0.0011659,Calcium-binding allergen Ole e 8 [Source:PGSC_GENE;Acc:PGSC0003DMG400005745],
PGSC0003DMG400005805,4733.265614,8357.002862,-0.82015,0.00068615,0.020057,Photosystem I reaction center subunit [Source:PGSC_GENE;Acc:PGSC0003DMG400005805],
PGSC0003DMG400005837,88.65890252,323.6749372,-1.8682,2.00E-11,1.02E-08,AP2/ERF domain-containing transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400005837],
PGSC0003DMG400005871,630.3721988,1550.98474,-1.2989,0.00011133,0.0051671,NIN 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400005871],
PGSC0003DMG400005890,2927.138274,4712.496868,-0.687,0.0017598,0.039557,16kDa membrane protein [Source:PGSC_GENE;Acc:PGSC0003DMG400005890],
PGSC0003DMG400005899,336.4272614,736.6462537,-1.1307,1.47E-06,0.00015847,CCR4-associated factor [Source:PGSC_GENE;Acc:PGSC0003DMG400005899],
PGSC0003DMG400005931,1540.745858,2917.367996,-0.92104,4.46E-05,0.0024639,Sterol delta-7 reductase DWF5 [Source:PGSC_GENE;Acc:PGSC0003DMG400005931],
PGSC0003DMG400005960,114.4985616,213.0188272,-0.89565,0.0013749,0.03319,Glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400005960],
PGSC0003DMG400006003,112.8882237,348.480984,-1.6262,1.09E-09,3.40E-07,Nematode resistance [Source:PGSC_GENE;Acc:PGSC0003DMG400006003],
PGSC0003DMG400006033,14.90755547,79.2901078,-2.4111,5.37E-08,9.42E-06,Ubiquitin ligase protein cop1 [Source:PGSC_GENE;Acc:PGSC0003DMG400006033],
PGSC0003DMG400006041,219.1245451,412.9577555,-0.91424,0.00024526,0.0093858,RING-H2 finger protein ATL1L [Source:PGSC_GENE;Acc:PGSC0003DMG400006041],
PGSC0003DMG400006081,1812.061093,3204.306574,-0.82238,0.00020633,0.008268,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006081],
PGSC0003DMG400006085,600.4745063,1247.467748,-1.0548,0.00021587,0.0085439,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006085],
PGSC0003DMG400006131,72.71756419,192.9610911,-1.4079,3.08E-06,0.00029124,RNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006131],
PGSC0003DMG400006149,11882.99609,21003.79506,-0.82175,0.00019309,0.0079234,"Chlorophyll a-b binding protein 4, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400006149]",
PGSC0003DMG400006176,430.5142535,750.6572932,-0.80209,0.00066072,0.019533,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400006176],
PGSC0003DMG400006185,334.2539493,191.8076108,0.80128,0.0023381,0.048094,Skp1 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400006185],
PGSC0003DMG400006186,6239.1087,13837.51912,-1.1492,0.00075095,0.021626,Hydroxypyruvate reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400006186],
PGSC0003DMG400006230,56.76760058,263.6467366,-2.2155,6.66E-06,0.00053349,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006230],
PGSC0003DMG400006231,95.36267158,272.2467487,-1.5134,3.97E-08,7.29E-06,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006231],
PGSC0003DMG400006268,177.6579051,321.3337024,-0.85497,0.0013993,0.03365,Disease resistance protein SlVe2 [Source:PGSC_GENE;Acc:PGSC0003DMG400006268],
PGSC0003DMG400006385,1926.300707,1111.648314,0.79313,0.00050695,0.016003,Oligopeptide transporter OPT family [Source:PGSC_GENE;Acc:PGSC0003DMG400006385],
PGSC0003DMG400006395,75.52811265,158.0123869,-1.065,0.00054687,0.016904,Pentatricopeptide repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006395],
PGSC0003DMG400006427,274.4546895,549.7079302,-1.0021,0.0011256,0.028846,RabGAP/TBC domain-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006427],
PGSC0003DMG400006523,227.6665546,535.968069,-1.2352,7.84E-07,9.44E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006523],
PGSC0003DMG400006535,21.84776406,74.85063525,-1.7765,0.00015801,0.0068088,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006535],
PGSC0003DMG400006571,9.975784458,48.2130474,-2.2729,7.45E-06,0.00057542,Tospovirus resistance protein A [Source:PGSC_GENE;Acc:PGSC0003DMG400006571],
PGSC0003DMG400006572,112.1325532,229.247305,-1.0317,0.00013264,0.0059355,Tospovirus resistance protein B [Source:PGSC_GENE;Acc:PGSC0003DMG400006572],
PGSC0003DMG400006576,150.0302603,276.7098807,-0.88312,0.00093301,0.025151,Tospovirus resistance protein A [Source:PGSC_GENE;Acc:PGSC0003DMG400006576],
PGSC0003DMG400006610,421.6840079,1246.87495,-1.5641,3.00E-11,1.46E-08,Receptor serine-threonine protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400006610],
PGSC0003DMG400006615,99.09665289,203.4882874,-1.038,0.00030942,0.011165,WD repeat-containing protein 91 homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400006615],
PGSC0003DMG400006640,1359.03247,2557.461302,-0.91213,3.76E-05,0.0021492,Spotted leaf protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006640],
PGSC0003DMG400006706,24.35475045,64.71860814,-1.41,0.00047071,0.015229,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006706],
PGSC0003DMG400006713,77.51054257,165.0164026,-1.0901,0.0010199,0.026913,Cembratrienol synthase 2a [Source:PGSC_GENE;Acc:PGSC0003DMG400006713],
PGSC0003DMG400006720,8.013669498,103.7545864,-3.6946,5.84E-16,9.58E-13,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006720],
PGSC0003DMG400006735,2156.589331,657.1268771,1.7145,1.69E-10,6.52E-08,DNAJ heat shock N-terminal domain-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006735],
PGSC0003DMG400006755,123.354313,59.5906484,1.0497,0.00094316,0.025315,Germin 12 [Source:PGSC_GENE;Acc:PGSC0003DMG400006755],
PGSC0003DMG400006769,130.5096186,239.3203679,-0.87479,0.0015245,0.035723,Leucine-rich repeat containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400006769],
PGSC0003DMG400006782,382.1861878,666.6255815,-0.8026,0.00091011,0.024769,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006782],
PGSC0003DMG400006802,20.38767436,84.58466117,-2.0527,0.0017201,0.039127,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400006802],
PGSC0003DMG400007030,388.638424,194.7199179,0.99703,0.00013847,0.0061174,Transposase [Source:PGSC_GENE;Acc:PGSC0003DMG400007030],
PGSC0003DMG400007036,3.620257137,19.23233704,-2.4094,0.0020409,0.043769,Ethylene-responsive transcription factor ERF023 [Source:PGSC_GENE;Acc:PGSC0003DMG400007036],
PGSC0003DMG400007058,1010.340895,2477.395317,-1.294,7.06E-09,1.67E-06,Big map kinase/bmk [Source:PGSC_GENE;Acc:PGSC0003DMG400007058],
PGSC0003DMG400007059,2773.386443,4882.255358,-0.8159,0.00023745,0.0091769,RHM1/ROL1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007059],
PGSC0003DMG400007074,4110.597897,2325.974171,0.82151,0.0001689,0.0071669,CYP72A58 [Source:PGSC_GENE;Acc:PGSC0003DMG400007074],
PGSC0003DMG400007081,1553.520289,5070.227148,-1.7065,2.04E-09,5.67E-07,Solanesyl diphosphate synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007081],
PGSC0003DMG400007119,6105.984962,3781.600241,0.69123,0.0023375,0.048094,60s acidic ribosomal protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007119],
PGSC0003DMG400007149,399.0912537,778.9043118,-0.96473,0.00054585,0.016901,Phosphoglycerate mutase [Source:PGSC_GENE;Acc:PGSC0003DMG400007149],
PGSC0003DMG400007152,683.3122911,1486.702543,-1.1215,6.12E-07,7.64E-05,UDP-apiose/xylose synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400007152],
PGSC0003DMG400007169,62.9185192,191.8864591,-1.6087,2.98E-05,0.0018128,"2,4-dienoyl-CoA reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400007169]",
PGSC0003DMG400007188,2822.692696,5331.887346,-0.91757,4.68E-05,0.0025497,Desaturase [Source:PGSC_GENE;Acc:PGSC0003DMG400007188],
PGSC0003DMG400007239,7.501552621,82.14440976,-3.4529,4.16E-14,4.47E-11,Root phototropism protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007239],
PGSC0003DMG400007375,2575.161349,6546.756517,-1.3461,6.74E-05,0.0034576,Chlorophyll a/b-binding protein PS II-Type I [Source:PGSC_GENE;Acc:PGSC0003DMG400007375],
PGSC0003DMG400007385,76.45161837,174.9441727,-1.1943,6.44E-05,0.0033155,CC-NB-LRR protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007385],
PGSC0003DMG400007408,831.1532252,1360.09915,-0.71053,0.0024813,0.049929,Aldo-keto reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400007408],
PGSC0003DMG400007458,217.4856763,661.0070439,-1.6037,5.20E-05,0.0027663,RAV [Source:PGSC_GENE;Acc:PGSC0003DMG400007458],
PGSC0003DMG400007477,43.04805162,123.7885052,-1.5239,3.55E-06,0.00032338,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007477],
PGSC0003DMG400007571,2149.858042,3456.961072,-0.68526,0.0019989,0.043295,PSI-H [Source:PGSC_GENE;Acc:PGSC0003DMG400007571],
PGSC0003DMG400007572,67.37861397,148.7807881,-1.1428,0.00036666,0.012692,Hydroxyphenylpyruvate reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400007572],
PGSC0003DMG400007597,173.7822869,393.384466,-1.1787,3.22E-06,0.00030049,Cationic amino acid transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400007597],
PGSC0003DMG400007599,6992.741247,4276.678397,0.70937,0.0013976,0.033635,40S ribosomal protein S17 [Source:PGSC_GENE;Acc:PGSC0003DMG400007599],
PGSC0003DMG400007603,321.6653605,550.8374355,-0.77607,0.0020354,0.04375,I-box binding factor [Source:PGSC_GENE;Acc:PGSC0003DMG400007603],
PGSC0003DMG400007621,44.40301302,128.5105816,-1.5332,3.06E-06,0.00029004,GAST1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007621],
PGSC0003DMG400007639,511.0346572,280.9502458,0.86311,0.00039542,0.013318,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400007639],
PGSC0003DMG400007658,1011.612309,3720.165541,-1.8787,1.99E-09,5.58E-07,Dihydroflavonal-4-reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400007658],
PGSC0003DMG400007683,570.8104788,1162.71917,-1.0264,1.04E-05,0.0007468,Sulfate/bicarbonate/oxalate exchanger and transporter sat-1 [Source:PGSC_GENE;Acc:PGSC0003DMG400007683],
PGSC0003DMG400007717,7806.621584,4898.996711,0.67221,0.0020505,0.043894,Alcohol dehydrogenase class III [Source:PGSC_GENE;Acc:PGSC0003DMG400007717],
PGSC0003DMG400007731,3547.194686,2056.19839,0.7867,0.00055683,0.017161,40S ribosomal protein S25 [Source:PGSC_GENE;Acc:PGSC0003DMG400007731],
PGSC0003DMG400007740,39.50706231,98.06603659,-1.3116,0.0020422,0.043769,EPIDERMAL PATTERNING FACTOR 9 [Source:PGSC_GENE;Acc:PGSC0003DMG400007740],
PGSC0003DMG400007787,915.4427563,2070.954697,-1.1778,3.85E-07,5.18E-05,"Chlorophyll a-b binding protein 8, chloroplastic [Source:PGSC_GENE;Acc:PGSC0003DMG400007787]",
PGSC0003DMG400007805,1167.537612,2557.923523,-1.1315,2.14E-05,0.0013615,Triacylglycerol lipase [Source:PGSC_GENE;Acc:PGSC0003DMG400007805],
PGSC0003DMG400007820,146.9346312,322.5537135,-1.1344,0.00044167,0.0145,Stress induced protein [Source:PGSC_GENE;Acc:PGSC0003DMG400007820],
PGSC0003DMG400007850,108.6188177,38.11486461,1.5108,5.45E-05,0.0028803,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400007850],
PGSC0003DMG400007879,55.68802359,124.7285865,-1.1634,0.0004258,0.014078,Protein WAX2 [Source:PGSC_GENE;Acc:PGSC0003DMG400007879],
PGSC0003DMG400008018,136.159524,404.9734483,-1.5725,1.70E-07,2.59E-05,1-O-acylglucose:anthocyanin-O-acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400008018],
PGSC0003DMG400008088,1932.651859,3835.838338,-0.98896,0.0024261,0.049231,Carboxy-lyase [Source:PGSC_GENE;Acc:PGSC0003DMG400008088],
PGSC0003DMG400008098,61.70724832,8.865554231,2.7992,0.00028433,0.010445,KiTH-2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008098],
PGSC0003DMG400008101,101.5188554,27.12709754,1.9039,0.00053492,0.016667,KiTH-2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008101],
PGSC0003DMG400008144,664.0314645,1575.303584,-1.2463,7.72E-06,0.00059134,Mitochondrial carrier protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008144],
PGSC0003DMG400008163,819.4847676,379.73395,1.1097,0.0021503,0.045467,Calcium-binding allergen Ole e [Source:PGSC_GENE;Acc:PGSC0003DMG400008163],
PGSC0003DMG400008164,108.968673,32.15429511,1.7608,1.67E-06,0.00017631,Triacylglycerol lipase SDP1 [Source:PGSC_GENE;Acc:PGSC0003DMG400008164],
PGSC0003DMG400008187,1185.953035,2810.454229,-1.2448,2.10E-08,4.22E-06,Class II small heat shock protein Le-HSP17.6 [Source:PGSC_GENE;Acc:PGSC0003DMG400008187],
PGSC0003DMG400008256,141.4552903,67.53596176,1.0666,0.0007549,0.0217,60S ribosomal protein L36 [Source:PGSC_GENE;Acc:PGSC0003DMG400008256],
PGSC0003DMG400008262,1355.661298,4334.043508,-1.6767,0.0011432,0.029113,Nitrite reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400008262],
PGSC0003DMG400008270,431.9164908,235.3472748,0.87596,0.00039247,0.01329,Brain protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008270],
PGSC0003DMG400008296,272.4101821,899.7594061,-1.7238,4.96E-05,0.0026737,LRR receptor-like serine/threonine-protein kinase FLS2 [Source:PGSC_GENE;Acc:PGSC0003DMG400008296],
PGSC0003DMG400008298,1132.079984,1956.061925,-0.78898,0.0003848,0.013117,Chlorophyll a/b binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008298],
PGSC0003DMG400008299,250.1978509,700.5440822,-1.4854,0.00018845,0.007785,Chlorophyll a/b binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008299],
PGSC0003DMG400008300,239.2754127,421.5611314,-0.81707,0.00091675,0.024842,Chlorophyll a/b binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008300],
PGSC0003DMG400008301,1946.49825,4665.005089,-1.261,1.56E-05,0.0010487,Chlorophyll a/b binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400008301],
PGSC0003DMG400008313,1450.379707,421.6763055,1.7822,9.53E-09,2.11E-06,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400008313],
PGSC0003DMG400008348,455.1924114,206.3718718,1.1412,6.90E-06,0.00054072,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400008348],
PGSC0003DMG400008363,13.72166147,89.75746707,-2.7096,6.94E-11,3.05E-08,"2,4-dienoyl-CoA reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400008363]",
