,Gene_ID,Comparison,Gene_name
525,Cluster-67248.100033,Cv111,XP_012854579.1
526,Cluster-67248.62306,Cv111,EYU37623.1
527,Cluster-67248.91698,Cv111,XP_011087579.1
528,Cluster-67248.82464,Cv111,XP_012835368.1
529,Cluster-67248.41201,Cv111,XP_011069803.1
530,Cluster-67248.53436,Cv111,XP_011101609.1
531,Cluster-67248.132609,Cv111,XP_012849742.1
532,Cluster-67248.99927,Cv111,XP_011076008.1
533,Cluster-67248.121765,Cv111,XP_011079626.1
534,Cluster-67248.99067,Cv111,XP_011100899.1
535,Cluster-67248.141966,Cv111,XP_011084763.1
536,Cluster-67248.112181,Cv111,XP_011098633.1
537,Cluster-67248.135347,Cv111,XP_011079759.1
538,Cluster-67248.104256,Cv111,XP_012855122.1
539,Cluster-67248.65674,Cv111,XP_011096969.1
540,Cluster-67248.100782,Cv111,XP_012845921.1
541,Cluster-67248.135466,Cv111,XP_011092039.1
542,Cluster-67248.49199,Cv111,AAV80394.1
543,Cluster-67248.102459,Cv111,XP_012842600.1
544,Cluster-67248.115870,Cv111,XP_011074917.1
545,Cluster-67248.151551,Cv111,CBI22652.3
546,Cluster-67248.71743,Cv111,XP_011087579.1
547,Cluster-67248.99896,Cv111,AEZ55670.1
548,Cluster-67248.115536,Cv111,XP_012837579.1
549,Cluster-67248.97239,Cv111,CDP00563.1
550,Cluster-67248.115364,Cv111,XP_011073379.1
551,Cluster-67248.26182,Cv111,ADO16249.1
552,Cluster-67248.86827,Cv111,XP_011077233.1
553,Cluster-67248.101018,Cv111,XP_011099457.1
554,Cluster-67248.82531,Cv111,XP_011073252.1
555,Cluster-67248.99572,Cv111,XP_011085433.1
556,Cluster-67248.28846,Cv111,HF679028.1
557,Cluster-67248.104082,Cv111,-
558,Cluster-45428.1,Cv111,XP_011077237.1
559,Cluster-67248.131642,Cv111,EYU42442.1
560,Cluster-67248.90355,Cv111,XP_012845009.1
561,Cluster-67248.141352,Cv111,XP_011092999.1
562,Cluster-67248.167058,Cv111,XP_012853896.1
563,Cluster-67248.125006,Cv111,XP_011080912.1
564,Cluster-67248.39150,Cv111,XP_011087848.1
565,Cluster-67248.92938,Cv111,AFK29285.1
566,Cluster-67248.87057,Cv111,XP_011072592.1
567,Cluster-67248.76977,Cv111,XP_011100648.1
568,Cluster-67248.109143,Cv111,XP_011101111.1
569,Cluster-67248.18493,Cv111,XP_011080965.1
570,Cluster-67248.122581,Cv111,XP_012833863.1
571,Cluster-67248.117045,Cv111,XP_011071842.1
572,Cluster-67248.90892,Cv111,XP_012835283.1
573,Cluster-67248.83874,Cv111,XP_011069886.1
574,Cluster-67248.148557,Cv111,XP_012856713.1
575,Cluster-67248.126626,Cv111,XP_011094291.1
576,Cluster-67248.19877,Cv111,XP_011069436.1
577,Cluster-67248.13909,Cv111,XP_005838438.1
578,Cluster-64287.0,Cv111,BAJ98094.1
579,Cluster-67248.160557,Cv111,XP_012838583.1
580,Cluster-67248.92943,Cv111,AFK29285.1
581,Cluster-67248.76489,Cv111,XP_011079717.1
582,Cluster-67248.78431,Cv111,XP_011096279.1
583,Cluster-67248.3081,Cv111,XP_012857868.1
584,Cluster-67248.125955,Cv111,XP_011093896.1
585,Cluster-67248.116351,Cv111,XP_012828631.1
586,Cluster-67248.99818,Cv111,XP_011084078.1
587,Cluster-67248.133030,Cv111,XP_012854853.1
588,Cluster-67248.89637,Cv111,XP_012836362.1
589,Cluster-67248.116386,Cv111,XP_012833917.1
590,Cluster-67248.35464,Cv111,XP_011085340.1
591,Cluster-67248.99637,Cv111,NP_001268127.1
592,Cluster-67248.104792,Cv111,XP_011070087.1
593,Cluster-67248.112168,Cv111,XP_012854230.1
594,Cluster-67248.100000,Cv111,XP_011084078.1
595,Cluster-67248.73417,Cv111,XP_011083243.1
596,Cluster-67248.98233,Cv111,XP_011078143.1
597,Cluster-67248.115111,Cv111,XP_011090438.1
598,Cluster-67248.115148,Cv111,XP_011084444.1
599,Cluster-67248.106744,Cv111,XP_011088124.1
600,Cluster-67248.78975,Cv111,XP_011077137.1
601,Cluster-67248.153516,Cv111,-
602,Cluster-67248.122841,Cv111,XP_012843541.1
603,Cluster-67248.123375,Cv111,XP_011100422.1
604,Cluster-67248.76854,Cv111,XP_011091786.1
605,Cluster-67248.125502,Cv111,XP_012846438.1
606,Cluster-44468.0,Cv111,XP_011079565.1
607,Cluster-67248.103792,Cv111,BAA75514.1
608,Cluster-67248.104424,Cv111,XP_012857607.1
609,Cluster-67248.117067,Cv111,XP_011080131.1
610,Cluster-67248.124063,Cv111,-
611,Cluster-67248.92493,Cv111,AKN09595.1
612,Cluster-67248.91877,Cv111,XP_011088822.1
613,Cluster-67248.122847,Cv111,XP_011092713.1
614,Cluster-67248.117874,Cv111,XP_011074917.1
615,Cluster-67248.106332,Cv111,XP_009406530.1
616,Cluster-67248.106796,Cv111,XP_011073557.1
617,Cluster-63417.0,Cv111,XP_010558953.1
618,Cluster-67248.149131,Cv111,XP_011100190.1
619,Cluster-67248.123117,Cv111,XP_011081724.1
620,Cluster-67248.123177,Cv111,XP_011069649.1
621,Cluster-67248.50635,Cv111,XP_011090112.1
622,Cluster-67248.78087,Cv111,XP_012845030.1
623,Cluster-67248.109224,Cv111,XP_011093444.1
624,Cluster-67248.154811,Cv111,XP_011092191.1
625,Cluster-67248.56082,Cv111,XP_011096038.1
626,Cluster-67248.97521,Cv111,XP_011071495.1
627,Cluster-67248.103781,Cv111,XP_011080886.1
628,Cluster-67248.154178,Cv111,XP_011083028.1
629,Cluster-67248.117751,Cv111,XP_011076157.1
630,Cluster-67248.98067,Cv111,XP_011082825.1
631,Cluster-67248.80958,Cv111,XP_011083339.1
632,Cluster-67248.111401,Cv111,XP_012856436.1
633,Cluster-67248.89739,Cv111,XP_011092342.1
634,Cluster-67248.119101,Cv111,XP_012830159.1
635,Cluster-67248.122558,Cv111,XP_011088731.1
636,Cluster-67248.83385,Cv111,XP_011080461.1
637,Cluster-67248.83468,Cv111,XP_012454830.1
638,Cluster-67248.142674,Cv111,XP_006338462.1
639,Cluster-67248.77988,Cv111,XP_011073001.1
640,Cluster-67248.91872,Cv111,XP_012837986.1
641,Cluster-67248.100572,Cv111,XP_012853431.1
642,Cluster-67248.108388,Cv111,XP_004250959.1
643,Cluster-67248.152390,Cv111,XP_011098297.1
644,Cluster-67248.100692,Cv111,XP_011092343.1
645,Cluster-67248.86253,Cv111,XP_011079583.1
646,Cluster-67248.106021,Cv111,XP_011098426.1
647,Cluster-67248.97196,Cv111,XP_011098945.1
648,Cluster-67248.101576,Cv111,XP_011082872.1
649,Cluster-67248.44435,Cv111,AJD25184.1
650,Cluster-67248.101937,Cv111,-
651,Cluster-67248.63365,Cv111,XP_011074201.1
652,Cluster-67248.127116,Cv111,XP_012846278.1
653,Cluster-67248.97235,Cv111,XP_012849133.1
654,Cluster-67248.76700,Cv111,AJD25177.1
655,Cluster-67248.98664,Cv111,AAK15640.1
656,Cluster-67248.79178,Cv111,XM_007018280.1
657,Cluster-67248.128913,Cv111,XP_011084438.1
658,Cluster-67248.103344,Cv111,AHZ34347.1
659,Cluster-67248.116173,Cv111,XR_848147.1
660,Cluster-67248.101019,Cv111,XP_011099457.1
661,Cluster-67248.111605,Cv111,XP_011092960.1
662,Cluster-67248.67629,Cv111,XP_006576082.1
663,Cluster-67248.106134,Cv111,-
664,Cluster-67248.118629,Cv111,XP_011074372.1
665,Cluster-67248.82145,Cv111,XP_011078374.1
666,Cluster-67248.62650,Cv111,XP_011090242.1
667,Cluster-67248.87650,Cv111,XP_011086749.1
668,Cluster-67248.99869,Cv111,XP_011075227.1
669,Cluster-67248.117250,Cv111,XP_011071264.1
670,Cluster-67248.76925,Cv111,XP_011072273.1
671,Cluster-67248.11825,Cv111,XP_011087848.1
672,Cluster-67248.82557,Cv111,XP_010265017.1
673,Cluster-67248.81412,Cv111,XP_011091094.1
674,Cluster-67248.96874,Cv111,XP_012853364.1
675,Cluster-67248.60064,Cv111,XP_011090867.1
676,Cluster-67248.149621,Cv111,XP_011084116.1
677,Cluster-67248.92211,Cv111,XP_011084277.1
678,Cluster-67248.143751,Cv111,XP_011080921.1
679,Cluster-67248.21106,Cv111,ABR17936.1
680,Cluster-67248.87072,Cv111,ADD31113.1
681,Cluster-67248.107838,Cv111,AGW27193.1
682,Cluster-67248.114875,Cv111,XP_011086881.1
683,Cluster-67248.83627,Cv111,XP_011081135.1
684,Cluster-67248.118159,Cv111,XP_011086734.1
685,Cluster-67248.59257,Cv111,XP_011095057.1
686,Cluster-67248.63032,Cv111,XP_012839318.1
687,Cluster-67248.131287,Cv111,XP_012832939.1
688,Cluster-67248.103543,Cv111,CDP11514.1
689,Cluster-67248.128811,Cv111,XP_011092424.1
690,Cluster-67248.4724,Cv111,YP_008816057.1
691,Cluster-67248.40586,Cv111,XP_004228391.1
692,Cluster-67248.123345,Cv111,XP_011098275.1
693,Cluster-67248.108000,Cv111,EYU24320.1
694,Cluster-67248.93972,Cv111,XP_011074219.1
695,Cluster-67248.38464,Cv111,AKN09654.1
696,Cluster-67248.74770,Cv111,EYU37521.1
697,Cluster-67248.122632,Cv111,-
698,Cluster-67248.81460,Cv111,XP_011092518.1
699,Cluster-67248.104831,Cv111,EPS60562.1
700,Cluster-67248.92213,Cv111,XP_011094843.1
701,Cluster-67248.147079,Cv111,XP_011101187.1
702,Cluster-67248.2740,Cv111,XP_011090042.1
703,Cluster-67248.96497,Cv111,CBI16313.3
704,Cluster-67248.62076,Cv111,XP_011082139.1
705,Cluster-67248.118332,Cv111,XP_011097048.1
706,Cluster-67248.148461,Cv111,XP_011086103.1
707,Cluster-67248.98677,Cv111,XP_012850085.1
708,Cluster-67248.112712,Cv111,AFH53506.1
709,Cluster-67248.141007,Cv111,XP_011090607.1
710,Cluster-67248.113597,Cv111,XP_011080024.1
711,Cluster-67248.92549,Cv111,XP_010315276.1
712,Cluster-67248.81644,Cv111,XP_011073091.1
713,Cluster-67248.120781,Cv111,XP_011076300.1
714,Cluster-67248.86068,Cv111,NP_001275267.1
715,Cluster-67248.135468,Cv111,XP_011078920.1
716,Cluster-67248.100380,Cv111,XP_011086610.1
717,Cluster-67248.109878,Cv111,XP_011090388.1
718,Cluster-67248.106373,Cv111,-
719,Cluster-67248.98165,Cv111,XP_011096423.1
720,Cluster-67248.121715,Cv111,XP_011083660.1
721,Cluster-67248.124468,Cv111,XP_011089458.1
722,Cluster-67248.106341,Cv111,XP_007139240.1
723,Cluster-67248.139306,Cv111,XP_012840914.1
724,Cluster-67248.108571,Cv111,XP_011090562.1
725,Cluster-67248.138831,Cv111,XP_011091370.1
726,Cluster-67248.117251,Cv111,XP_012855268.1
727,Cluster-67248.104887,Cv111,ABK64186.1
728,Cluster-67248.107920,Cv111,EYU32460.1
729,Cluster-67248.153395,Cv111,XP_011077037.1
730,Cluster-67248.97980,Cv111,XP_011090232.1
731,Cluster-67248.110379,Cv111,XP_011078262.1
732,Cluster-67248.111494,Cv111,XP_011076596.1
733,Cluster-67248.97704,Cv111,XP_002272195.1
734,Cluster-67248.59186,Cv111,XP_011098550.1
735,Cluster-67248.175289,Cv111,XP_011084637.1
736,Cluster-67248.30597,Cv111,XP_007203209.1
737,Cluster-67248.75043,Cv111,XP_012838418.1
738,Cluster-71973.0,Cv111,XR_366899.2
739,Cluster-67248.68233,Cv111,XP_011084346.1
740,Cluster-67248.82934,Cv111,XP_011080462.1
741,Cluster-67248.111354,Cv111,XP_006349840.1
742,Cluster-67248.110524,Cv111,XP_011075601.1
743,Cluster-67248.73673,Cv111,XP_012828449.1
744,Cluster-67248.174164,Cv111,XP_011080102.1
745,Cluster-67248.104131,Cv111,XP_011087878.1
746,Cluster-67248.96857,Cv111,-
747,Cluster-67248.91595,Cv111,XP_011075207.1
748,Cluster-67248.78769,Cv111,XP_011098824.1
749,Cluster-67248.55799,Cv111,XP_011085946.1
750,Cluster-67248.56048,Cv111,XP_011075806.1
751,Cluster-67248.95933,Cv111,XP_011099981.1
752,Cluster-67248.113041,Cv111,XP_011092586.1
753,Cluster-67248.95792,Cv111,XP_011080114.1
754,Cluster-67248.5858,Cv111,XP_009141833.1
755,Cluster-67248.81604,Cv111,XP_011078125.1
756,Cluster-67248.83974,Cv111,XP_011100016.1
757,Cluster-67248.158143,Cv111,XP_011081592.1
758,Cluster-67248.68071,Cv111,XP_011069898.1
759,Cluster-67248.104796,Cv111,XP_011080114.1
760,Cluster-67248.130413,Cv111,XP_011074120.1
761,Cluster-67248.114905,Cv111,XP_012833948.1
762,Cluster-67248.109238,Cv111,XP_011081199.1
763,Cluster-67248.57902,Cv111,XP_012855602.1
764,Cluster-67248.131312,Cv111,XP_012830901.1
765,Cluster-67248.82254,Cv111,XP_011096818.1
766,Cluster-67248.100748,Cv111,XP_011096661.1
767,Cluster-67248.97814,Cv111,XP_011084145.1
768,Cluster-67248.171401,Cv111,XP_002537935.1
769,Cluster-67248.97976,Cv111,XP_011091647.1
770,Cluster-67248.60858,Cv111,XP_012828627.1
771,Cluster-67248.32876,Cv111,BAG14300.1
772,Cluster-67248.10853,Cv111,XP_011083304.1
773,Cluster-67248.91112,Cv111,XP_011089854.1
774,Cluster-67248.97736,Cv111,XP_011102236.1
775,Cluster-67248.76270,Cv111,XP_012829722.1
776,Cluster-67248.76717,Cv111,XP_012857656.1
777,Cluster-67248.135369,Cv111,XP_011095651.1
778,Cluster-67248.22114,Cv111,-
779,Cluster-67248.115742,Cv111,XP_012847041.1
780,Cluster-67248.75471,Cv111,XP_011075382.1
781,Cluster-67248.161478,Cv111,XP_011075952.1
782,Cluster-6063.0,Cv111,XP_009151928.1
783,Cluster-67248.92432,Cv111,XP_011083092.1
784,Cluster-67248.115450,Cv111,XP_011074531.1
785,Cluster-67248.60243,Cv111,XP_012849076.1
786,Cluster-67248.113930,Cv111,XP_011101343.1
787,Cluster-67248.85081,Cv111,XP_011074201.1
788,Cluster-67248.141316,Cv111,XP_011099247.1
789,Cluster-67248.78983,Cv111,XP_011084711.1
790,Cluster-67248.94279,Cv111,XP_011076022.1
791,Cluster-67248.101128,Cv111,XP_011077375.1
792,Cluster-67248.125846,Cv111,XP_012853357.1
793,Cluster-67248.69332,Cv111,XP_011096486.1
794,Cluster-67248.154969,Cv111,XP_011101505.1
795,Cluster-67248.101001,Cv111,XP_012845921.1
796,Cluster-67248.103230,Cv111,XP_002272195.1
797,Cluster-67248.95491,Cv111,ACC62216.1
798,Cluster-67248.37679,Cv111,XP_011101895.1
799,Cluster-67248.134703,Cv111,XP_011069582.1
800,Cluster-67248.95187,Cv111,XP_011076737.1
801,Cluster-67248.98272,Cv111,XP_011100940.1
802,Cluster-67248.137186,Cv111,AAR28757.1
803,Cluster-67248.128314,Cv111,XP_011076913.1
804,Cluster-67248.70584,Cv111,-
805,Cluster-67248.117758,Cv111,XP_012835965.1
806,Cluster-67248.100751,Cv111,XP_012827447.1
807,Cluster-67248.165899,Cv111,XP_011094107.1
808,Cluster-7270.0,Cv111,XP_009146970.1
809,Cluster-67248.116169,Cv111,AIE89802.1
810,Cluster-67248.98373,Cv111,EYU20032.1
811,Cluster-67248.97989,Cv111,AHJ90431.1
812,Cluster-67248.107829,Cv111,AGW27193.1
813,Cluster-67248.83967,Cv111,XP_011100013.1
814,Cluster-67248.98484,Cv111,XP_011084458.1
815,Cluster-67248.81403,Cv111,XP_011091094.1
816,Cluster-67248.141503,Cv111,XP_011091331.1
817,Cluster-67248.84718,Cv111,XP_011100939.1
818,Cluster-67248.143690,Cv111,XP_012831941.1
819,Cluster-67248.44994,Cv111,XP_011099792.1
820,Cluster-67248.108384,Cv111,CDP00073.1
821,Cluster-67248.78974,Cv111,XP_011084711.1
822,Cluster-67248.64713,Cv111,XP_004230967.1
823,Cluster-67248.108190,Cv111,XP_011091105.1
824,Cluster-67248.123757,Cv111,XP_011086686.1
825,Cluster-67248.114941,Cv111,XP_011094028.1
826,Cluster-67248.97897,Cv111,-
827,Cluster-67248.114896,Cv111,XP_011093493.1
828,Cluster-67248.69798,Cv111,-
829,Cluster-67248.96475,Cv111,XP_011096664.1
830,Cluster-67248.71485,Cv111,XP_011076319.1
831,Cluster-67248.144122,Cv111,XP_011098231.1
832,Cluster-67248.81986,Cv111,AAD15744.1
833,Cluster-67248.111604,Cv111,XP_011092960.1
834,Cluster-67248.91104,Cv111,CAQ37789.1
835,Cluster-67248.134682,Cv111,KHN33077.1
836,Cluster-67248.109382,Cv111,AGC92176.1
837,Cluster-67248.99420,Cv111,ACR56689.1
838,Cluster-67248.147120,Cv111,XP_012854528.1
839,Cluster-67248.146758,Cv111,XP_011090713.1
840,Cluster-67248.130403,Cv111,XP_011074120.1
841,Cluster-67248.55800,Cv111,XP_011085946.1
842,Cluster-67248.131321,Cv111,XP_012836852.1
843,Cluster-67248.108244,Cv111,XP_011091413.1
844,Cluster-67248.115221,Cv111,XP_011072273.1
845,Cluster-67248.69215,Cv111,XP_011072711.1
846,Cluster-67248.86849,Cv111,XP_011070593.1
847,Cluster-67248.139003,Cv111,XP_011073618.1
848,Cluster-67248.75437,Cv111,AEQ54921.1
849,Cluster-67248.52455,Cv111,XP_011077388.1
850,Cluster-67248.128273,Cv111,XP_011072986.1
851,Cluster-67248.98119,Cv111,XP_012842864.1
852,Cluster-67248.154099,Cv111,XP_011099223.1
853,Cluster-67248.67642,Cv111,XP_006576082.1
854,Cluster-67248.121616,Cv111,XP_011087922.1
855,Cluster-67248.38155,Cv111,XP_011098011.1
856,Cluster-67248.91693,Cv111,XP_011096156.1
857,Cluster-67248.106094,Cv111,AFK29285.1
858,Cluster-67248.100826,Cv111,XP_011101507.1
859,Cluster-67248.102581,Cv111,XP_011080381.1
860,Cluster-67248.101390,Cv111,XP_011070010.1
861,Cluster-67248.63286,Cv111,XP_011094123.1
862,Cluster-67248.99383,Cv111,P41346.1
863,Cluster-67248.125657,Cv111,XP_012838276.1
864,Cluster-67248.82532,Cv111,XP_011073171.1
865,Cluster-67248.98193,Cv111,XP_011086981.1
866,Cluster-67248.59456,Cv111,XP_012855477.1
867,Cluster-67248.43899,Cv111,XP_010677703.1
868,Cluster-67248.99608,Cv111,XP_012844093.1
869,Cluster-67248.127524,Cv111,XP_011100313.1
870,Cluster-67248.104369,Cv111,XP_012834330.1
871,Cluster-67248.100209,Cv111,XP_011076995.1
872,Cluster-67248.60543,Cv111,XP_011086447.1
873,Cluster-67248.156281,Cv111,XP_011094811.1
874,Cluster-67248.101079,Cv111,XR_848147.1
875,Cluster-67248.40566,Cv111,AAO14682.1
876,Cluster-67248.103746,Cv111,-
877,Cluster-67248.107809,Cv111,XP_011102181.1
878,Cluster-48526.1,Cv111,XP_005829670.1
879,Cluster-67248.110527,Cv111,XP_011075601.1
880,Cluster-67248.103302,Cv111,XP_011081270.1
881,Cluster-67248.136754,Cv111,XP_011079565.1
882,Cluster-67248.110091,Cv111,XP_011092192.1
883,Cluster-67248.12083,Cv111,XP_011096402.1
884,Cluster-67248.102067,Cv111,XP_012852500.1
885,Cluster-67248.98966,Cv111,XP_011087404.1
886,Cluster-67248.94559,Cv111,XP_011085314.1
887,Cluster-67248.97002,Cv111,XP_011090085.1
888,Cluster-67248.113594,Cv111,XP_011080024.1
889,Cluster-67248.81915,Cv111,XP_011099699.1
890,Cluster-67248.79805,Cv111,XP_011070040.1
891,Cluster-67248.112198,Cv111,XP_011096050.1
892,Cluster-67248.110956,Cv111,XP_011073424.1
893,Cluster-67248.82520,Cv111,XP_011075280.1
894,Cluster-67248.98578,Cv111,XP_012845921.1
895,Cluster-67248.79924,Cv111,XP_011097275.1
896,Cluster-67248.133294,Cv111,XP_011093988.1
897,Cluster-67248.98242,Cv111,XP_007009830.1
898,Cluster-7595.0,Cv111,XP_009113607.1
899,Cluster-67248.91055,Cv111,XP_011101285.1
900,Cluster-67248.2785,Cv111,CAA11269.1
901,Cluster-67248.54002,Cv111,XP_011099943.1
902,Cluster-67248.80212,Cv111,XP_012839232.1
903,Cluster-67248.144155,Cv111,XP_010555537.1
904,Cluster-67248.87571,Cv111,XP_011071154.1
905,Cluster-67248.82394,Cv111,-
906,Cluster-67248.102424,Cv111,XP_011101533.1
907,Cluster-34682.0,Cv111,XP_009138769.1
908,Cluster-67248.86828,Cv111,XP_012842447.1
909,Cluster-67248.80228,Cv111,XP_012843590.1
910,Cluster-67248.97739,Cv111,XP_012850639.1
911,Cluster-67248.130903,Cv111,ABS50665.1
912,Cluster-67248.106375,Cv111,XR_847581.1
913,Cluster-67248.144784,Cv111,XP_012843789.1
914,Cluster-67248.115151,Cv111,XP_011090133.1
915,Cluster-38695.1,Cv111,XP_005836983.1
916,Cluster-67248.103749,Cv111,XP_007209217.1
917,Cluster-67248.100458,Cv111,XP_011074837.1
918,Cluster-67248.37129,Cv111,XP_011084903.1
919,Cluster-67248.97453,Cv111,XP_012831652.1
920,Cluster-67248.79192,Cv111,XP_011099126.1
921,Cluster-67248.102791,Cv111,XP_011083679.1
922,Cluster-67248.145863,Cv111,XP_011080322.1
923,Cluster-67248.79498,Cv111,XP_011085404.1
924,Cluster-67248.139231,Cv111,XP_011084671.1
925,Cluster-67248.125949,Cv111,XP_011072684.1
926,Cluster-67248.153334,Cv111,XP_011077445.1
927,Cluster-67248.91850,Cv111,XP_011088219.1
928,Cluster-67248.120290,Cv111,CBI28310.3
929,Cluster-67248.99796,Cv111,XP_011085444.1
930,Cluster-67248.94095,Cv111,XP_011088370.1
931,Cluster-67248.83582,Cv111,EYU45804.1
932,Cluster-67248.74320,Cv111,XP_011078778.1
933,Cluster-67248.30073,Cv111,XP_011081962.1
934,Cluster-67248.77250,Cv111,XP_012851940.1
935,Cluster-67248.117440,Cv111,XP_011085468.1
936,Cluster-67248.92153,Cv111,XP_011089489.1
937,Cluster-67248.21165,Cv111,XP_011073355.1
938,Cluster-67248.120609,Cv111,XP_011069575.1
939,Cluster-67248.83799,Cv111,XP_012856340.1
940,Cluster-67248.104349,Cv111,XP_011079087.1
941,Cluster-67248.56391,Cv111,XP_012857780.1
942,Cluster-67248.99426,Cv111,XP_002271792.1
943,Cluster-67248.84569,Cv111,XP_011076458.1
944,Cluster-67248.93474,Cv111,XP_011073704.1
945,Cluster-72228.0,Cv111,-
946,Cluster-67248.91593,Cv111,XP_012844391.1
947,Cluster-67248.139594,Cv111,XP_011091783.1
948,Cluster-67248.106394,Cv111,EYU17763.1
949,Cluster-67248.92575,Cv111,XP_011079676.1
950,Cluster-67248.39221,Cv111,AFI72638.1
951,Cluster-67248.97533,Cv111,XP_011091304.1
952,Cluster-67248.76463,Cv111,XP_011080724.1
953,Cluster-67248.123409,Cv111,XP_011096143.1
954,Cluster-67248.105445,Cv111,XP_011073787.1
955,Cluster-67248.98759,Cv111,CDP03243.1
956,Cluster-67248.110533,Cv111,XP_011075601.1
957,Cluster-67248.70115,Cv111,XP_011086011.1
958,Cluster-67248.154895,Cv111,XP_011075927.1
959,Cluster-67248.96562,Cv111,AGJ70389.1
960,Cluster-67248.172254,Cv111,XP_012837830.1
961,Cluster-67248.95216,Cv111,XP_011091218.1
962,Cluster-67248.105873,Cv111,XP_012858959.1
963,Cluster-67248.77514,Cv111,XP_012857260.1
964,Cluster-24764.0,Cv111,-
965,Cluster-67248.152119,Cv111,XP_011081258.1
966,Cluster-67248.127508,Cv111,XP_011086073.1
967,Cluster-50999.1,Cv111,XP_011096583.1
968,Cluster-67248.104703,Cv111,XP_011078275.1
969,Cluster-67248.100740,Cv111,XP_007219192.1
970,Cluster-67248.73575,Cv111,XP_011096760.1
971,Cluster-67248.126711,Cv111,XP_011076303.1
972,Cluster-67248.135538,Cv111,XP_011071357.1
973,Cluster-67248.90533,Cv111,XP_011089489.1
974,Cluster-67248.55752,Cv111,EYU17909.1
975,Cluster-67248.103996,Cv111,XP_011070909.1
976,Cluster-67248.102048,Cv111,XP_011092767.1
977,Cluster-67248.126110,Cv111,XP_011078538.1
978,Cluster-67248.110525,Cv111,XP_011075601.1
979,Cluster-67248.126525,Cv111,XP_011101424.1
980,Cluster-67248.97961,Cv111,XP_012850279.1
981,Cluster-67248.28001,Cv111,XP_004247838.1
982,Cluster-67248.103724,Cv111,XP_011074840.1
983,Cluster-67248.67347,Cv111,XP_011083413.1
984,Cluster-67248.88872,Cv111,XP_011075230.1
985,Cluster-67248.96480,Cv111,BAL42332.1
986,Cluster-67248.56524,Cv111,XP_011086889.1
987,Cluster-67248.101387,Cv111,XP_011070010.1
988,Cluster-67248.84836,Cv111,AGN03858.1
989,Cluster-67248.91509,Cv111,XP_002264385.1
990,Cluster-67248.61895,Cv111,XP_011075548.1
991,Cluster-67248.64505,Cv111,XP_011084487.1
992,Cluster-67248.95934,Cv111,XP_011097478.1
993,Cluster-67248.155622,Cv111,-
994,Cluster-67248.90923,Cv111,XP_011082808.1
995,Cluster-67248.14743,Cv111,XP_011077776.1
996,Cluster-67248.109316,Cv111,XP_011083084.1
997,Cluster-67248.124064,Cv111,-
998,Cluster-67248.128492,Cv111,XP_011097925.1
999,Cluster-67248.106241,Cv111,XP_011072914.1
1000,Cluster-67248.119846,Cv111,XP_011069394.1
1001,Cluster-67248.78704,Cv111,XP_011081726.1
1002,Cluster-67248.157010,Cv111,XP_012839497.1
1003,Cluster-67248.42949,Cv111,AJD25165.1
1004,Cluster-67248.126770,Cv111,XP_012843332.1
1005,Cluster-67248.32882,Cv111,BAG14300.1
1006,Cluster-67248.88428,Cv111,XP_002516207.1
1007,Cluster-67248.117909,Cv111,XP_011099637.1
1008,Cluster-67248.168288,Cv111,AHX02460.1
1009,Cluster-67248.131921,Cv111,XP_011076156.1
1010,Cluster-67248.100258,Cv111,Q9ZR27.1
1011,Cluster-67248.33328,Cv111,-
1012,Cluster-67248.71278,Cv111,XP_011094123.1
1013,Cluster-67248.55678,Cv111,XP_009785964.1
1014,Cluster-67248.55802,Cv111,XP_011085946.1
1015,Cluster-67248.52468,Cv111,XP_011081592.1
1016,Cluster-67248.26743,Cv111,AEF98125.1
1017,Cluster-67248.148926,Cv111,XP_011085353.1
1018,Cluster-67248.35317,Cv111,XP_012827857.1
1019,Cluster-67248.109386,Cv111,XP_009627589.1
1020,Cluster-67248.101181,Cv111,XP_011089976.1
1021,Cluster-67248.71769,Cv111,XP_012857607.1
1022,Cluster-67248.66039,Cv111,XP_012849059.1
1023,Cluster-67248.84167,Cv111,XP_011094232.1
1024,Cluster-67248.122472,Cv111,XP_011071378.1
1025,Cluster-67248.102146,Cv111,XP_011075414.1
1026,Cluster-67248.105443,Cv111,AGL46979.1
1027,Cluster-67248.84135,Cv111,XP_011092342.1
1028,Cluster-67248.109209,Cv111,XP_012838862.1
1029,Cluster-67248.16964,Cv111,XP_011088015.1
1030,Cluster-67248.76238,Cv111,XP_011084253.1
1031,Cluster-67248.95818,Cv111,XP_011094123.1
1032,Cluster-67248.85825,Cv111,XP_012849133.1
1033,Cluster-67248.101155,Cv111,CAA40554.1
1034,Cluster-67248.123333,Cv111,XP_011077237.1
1035,Cluster-67248.112177,Cv111,XP_011100883.1
1036,Cluster-67248.124193,Cv111,XP_011091635.1
1037,Cluster-67248.77251,Cv111,XP_012851940.1
1038,Cluster-67248.95479,Cv111,XP_011074875.1
1039,Cluster-67248.138767,Cv111,XP_011086461.1
1040,Cluster-67248.98444,Cv111,AAB63581.1
1041,Cluster-67248.85053,Cv111,XP_012828920.1
1042,Cluster-67248.82896,Cv111,XP_012840846.1
1043,Cluster-67248.5117,Cv111,XP_011100778.1
1044,Cluster-67248.91387,Cv111,XP_011099525.1
1045,Cluster-67248.104319,Cv111,KDO54492.1
1046,Cluster-67248.131910,Cv111,XP_011096539.1
1047,Cluster-67248.46288,Cv111,XP_011100749.1
