,Gene_ID,Comparison,Gene_name
527,Cluster-15354.83385,Cv653,XM_013807139.1
528,Cluster-15354.33561,Cv653,XP_009147512.1
529,Cluster-15354.39628,Cv653,AC189584.2
530,Cluster-15354.117639,Cv653,XP_009106239.1
531,Cluster-15354.18453,Cv653,XM_013778004.1
532,Cluster-15354.49221,Cv653,XM_009111883.1
533,Cluster-15354.81797,Cv653,CDX95064.1
534,Cluster-15354.61936,Cv653,XP_009107386.1
535,Cluster-32018.0,Cv653,CDY32458.1
536,Cluster-15354.130614,Cv653,CDX74849.1
537,Cluster-15354.88678,Cv653,CDY22118.1
538,Cluster-15354.124769,Cv653,XP_009136802.1
539,Cluster-15354.95740,Cv653,XP_010535454.1
540,Cluster-15354.19363,Cv653,CDY57899.1
541,Cluster-15354.19291,Cv653,CDY37199.1
542,Cluster-15354.13929,Cv653,CDY56500.1
543,Cluster-15354.104956,Cv653,XP_009151267.1
544,Cluster-15354.67729,Cv653,CDY03655.1
545,Cluster-15354.83769,Cv653,ADI52861.1
546,Cluster-15354.88399,Cv653,XP_009102935.1
547,Cluster-15354.104976,Cv653,XP_009151762.1
548,Cluster-15354.88786,Cv653,CDY64747.1
549,Cluster-15354.23335,Cv653,XP_009121970.1
550,Cluster-15354.99508,Cv653,XP_009133546.1
551,Cluster-15354.106188,Cv653,CDY16935.1
552,Cluster-15354.23493,Cv653,XP_009149577.1
553,Cluster-15354.48960,Cv653,XP_009110854.1
554,Cluster-15354.67229,Cv653,AHL77712.1
555,Cluster-15354.60654,Cv653,-
556,Cluster-15354.110818,Cv653,CDY56710.1
557,Cluster-15354.81884,Cv653,XM_013773567.1
558,Cluster-15354.134530,Cv653,XP_009116505.1
559,Cluster-15354.69328,Cv653,CDY46435.1
560,Cluster-15354.117109,Cv653,CDX94352.1
561,Cluster-15354.79150,Cv653,XM_013872398.1
562,Cluster-15354.106004,Cv653,CDY29078.1
563,Cluster-15354.79417,Cv653,CDY69102.1
564,Cluster-15354.113785,Cv653,XM_013792777.1
565,Cluster-15354.130176,Cv653,CDX84786.1
566,Cluster-15354.108136,Cv653,XM_013794637.1
567,Cluster-15354.36391,Cv653,XP_006284841.1
568,Cluster-14528.1,Cv653,XP_009127457.1
569,Cluster-15354.60134,Cv653,XP_009144555.1
570,Cluster-15354.135253,Cv653,XM_009149710.1
571,Cluster-15354.20930,Cv653,XP_009141803.1
572,Cluster-15354.81303,Cv653,XM_013765228.1
573,Cluster-15354.82146,Cv653,XP_009133996.1
574,Cluster-15354.84883,Cv653,CDX75914.1
575,Cluster-15354.72537,Cv653,XP_009135591.1
576,Cluster-15354.89066,Cv653,CDX94320.1
577,Cluster-15354.124685,Cv653,XM_013809534.1
578,Cluster-15354.64541,Cv653,XP_006294352.1
579,Cluster-15354.47842,Cv653,XP_009150687.1
580,Cluster-15354.100172,Cv653,XP_009127078.1
581,Cluster-15354.70626,Cv653,XM_013815124.1
582,Cluster-15354.69263,Cv653,CDY20060.1
583,Cluster-15354.121099,Cv653,XM_013893626.1
584,Cluster-15354.74661,Cv653,XP_009115876.1
585,Cluster-15354.109441,Cv653,XM_013760029.1
586,Cluster-15354.107053,Cv653,CDY20121.1
587,Cluster-15354.81265,Cv653,BAF00966.1
588,Cluster-15354.118994,Cv653,XM_009115912.1
589,Cluster-15354.23476,Cv653,XM_013767578.1
590,Cluster-15354.5019,Cv653,XP_009149883.1
591,Cluster-15354.82390,Cv653,CDY16397.1
592,Cluster-15354.81743,Cv653,CDY41080.1
593,Cluster-15354.144856,Cv653,XM_013846026.1
594,Cluster-15354.58071,Cv653,XP_009112395.1
595,Cluster-15354.91254,Cv653,CDX93660.1
596,Cluster-15354.62464,Cv653,ADI58543.1
597,Cluster-15354.64805,Cv653,XM_013864117.1
598,Cluster-15354.104508,Cv653,CDY39205.1
599,Cluster-15354.102960,Cv653,CDX90339.1
600,Cluster-15354.114843,Cv653,CDY21888.1
601,Cluster-15354.57416,Cv653,XP_009151059.1
602,Cluster-15354.42634,Cv653,XP_006295105.1
603,Cluster-15354.25580,Cv653,XM_013738063.1
604,Cluster-15354.78339,Cv653,CDY16514.1
605,Cluster-15354.36004,Cv653,XP_009150297.1
606,Cluster-15354.59200,Cv653,XP_009103712.1
607,Cluster-15354.339,Cv653,XP_009119279.1
608,Cluster-15354.145368,Cv653,XP_009104769.1
609,Cluster-15354.77405,Cv653,AC189346.2
610,Cluster-15354.69833,Cv653,XM_009104084.1
611,Cluster-15354.13034,Cv653,XM_013785960.1
612,Cluster-15354.98102,Cv653,XM_013861121.1
613,Cluster-15354.119456,Cv653,XP_009118994.1
614,Cluster-15354.124793,Cv653,XP_009151864.1
615,Cluster-15354.77455,Cv653,XP_009143957.1
616,Cluster-15354.35524,Cv653,CDY24073.1
617,Cluster-15354.61104,Cv653,XM_013757179.1
618,Cluster-15354.66830,Cv653,CDY06365.1
619,Cluster-16476.4,Cv653,CDX69762.1
620,Cluster-15354.56834,Cv653,XM_013868573.1
621,Cluster-15354.84839,Cv653,KHN32687.1
622,Cluster-15354.59913,Cv653,XM_013828864.1
623,Cluster-15354.88622,Cv653,CDY34339.1
624,Cluster-15354.90018,Cv653,XP_009149806.1
625,Cluster-54316.0,Cv653,CDY30346.1
626,Cluster-15354.88459,Cv653,XM_009127342.1
627,Cluster-15354.90922,Cv653,CDY67153.1
628,Cluster-15354.37783,Cv653,XM_009152707.1
629,Cluster-15354.94800,Cv653,XP_006415787.1
630,Cluster-15354.89037,Cv653,XM_013738504.1
631,Cluster-15354.61032,Cv653,XP_009148110.1
632,Cluster-15354.57322,Cv653,XP_009152099.1
633,Cluster-15354.84113,Cv653,XP_009151763.1
634,Cluster-15354.87832,Cv653,NP_001288831.1
635,Cluster-15354.69822,Cv653,XP_009111450.1
636,Cluster-15354.116795,Cv653,CDY61495.1
637,Cluster-15354.78814,Cv653,XP_006409853.1
638,Cluster-15354.147323,Cv653,CDY49327.1
639,Cluster-15354.83382,Cv653,XM_013879020.1
640,Cluster-15354.83960,Cv653,XP_011098474.1
641,Cluster-15354.2385,Cv653,AC189656.2
642,Cluster-15354.111195,Cv653,CDY14124.1
643,Cluster-15354.16639,Cv653,XP_009113879.1
644,Cluster-15354.106011,Cv653,KFK33593.1
645,Cluster-15354.85769,Cv653,XM_013880807.1
646,Cluster-15354.69514,Cv653,XP_009129019.1
647,Cluster-15354.56112,Cv653,XP_009120516.1
648,Cluster-15354.114750,Cv653,XM_009148542.1
649,Cluster-15354.97814,Cv653,XP_009124377.1
650,Cluster-15354.92670,Cv653,CDY19104.1
651,Cluster-15354.58350,Cv653,XP_009116926.1
652,Cluster-15354.102075,Cv653,XM_009109731.1
653,Cluster-15354.94789,Cv653,XP_009141999.1
654,Cluster-15354.82881,Cv653,XP_009113054.1
655,Cluster-15354.91439,Cv653,CDY40436.1
656,Cluster-15354.67552,Cv653,XP_009148915.1
657,Cluster-15354.72738,Cv653,AC189538.2
658,Cluster-15354.81913,Cv653,XM_009139244.1
659,Cluster-15354.32560,Cv653,KHN17953.1
660,Cluster-34796.3,Cv653,CDY07813.1
661,Cluster-15354.78453,Cv653,XP_009126088.1
662,Cluster-15354.67826,Cv653,XP_009119528.1
663,Cluster-15354.12730,Cv653,XP_009140104.1
664,Cluster-15354.78930,Cv653,CDY28742.1
665,Cluster-13954.7,Cv653,XP_009114427.1
666,Cluster-15354.85260,Cv653,XP_009126978.1
667,Cluster-15354.96993,Cv653,XP_009112068.1
668,Cluster-15354.90506,Cv653,BAK00999.1
669,Cluster-15354.146375,Cv653,XP_009109347.1
670,Cluster-15354.112901,Cv653,XP_006406968.1
671,Cluster-15354.78755,Cv653,XP_009146696.1
672,Cluster-15354.84802,Cv653,XP_009141597.1
673,Cluster-15354.105417,Cv653,XP_010539372.1
674,Cluster-15354.72825,Cv653,XP_009149752.1
675,Cluster-15354.128706,Cv653,XM_009135735.1
676,Cluster-15354.110603,Cv653,XM_009152758.1
677,Cluster-15354.91861,Cv653,XM_009111614.1
678,Cluster-15354.12734,Cv653,XP_009140104.1
679,Cluster-15354.46982,Cv653,XP_009105749.1
680,Cluster-15354.34522,Cv653,XP_009152010.1
681,Cluster-15354.107408,Cv653,XM_013785220.1
682,Cluster-21113.0,Cv653,XM_006306766.1
683,Cluster-15354.82887,Cv653,XP_009129390.1
684,Cluster-15354.78557,Cv653,CDY34109.1
685,Cluster-15354.135726,Cv653,AC189493.2
686,Cluster-15354.116366,Cv653,XP_009137590.1
687,Cluster-15354.101369,Cv653,CDY06299.1
688,Cluster-15354.85147,Cv653,CDX94320.1
689,Cluster-15354.85352,Cv653,XM_009145217.1
690,Cluster-15354.88563,Cv653,XP_002867039.1
691,Cluster-15354.128654,Cv653,CDY14424.1
692,Cluster-15354.105381,Cv653,XP_009110862.1
693,Cluster-15354.123023,Cv653,XM_013874085.1
694,Cluster-15354.85633,Cv653,XP_006417596.1
695,Cluster-15354.6988,Cv653,CDY29345.1
696,Cluster-15354.99765,Cv653,XP_009126040.1
697,Cluster-15354.115041,Cv653,XM_013810148.1
698,Cluster-15354.83813,Cv653,XM_009123987.1
699,Cluster-15354.41522,Cv653,XM_013882899.1
700,Cluster-15354.75349,Cv653,XM_013785491.1
701,Cluster-15354.46582,Cv653,XP_009114802.1
702,Cluster-15354.81596,Cv653,NP_001275486.1
703,Cluster-15354.83912,Cv653,XP_009103510.1
704,Cluster-15354.57083,Cv653,CDY47956.1
705,Cluster-15354.122239,Cv653,XP_009120024.1
706,Cluster-15354.143612,Cv653,XP_009117275.1
707,Cluster-15354.11628,Cv653,XP_009139468.1
708,Cluster-15354.149903,Cv653,NP_568829.2
709,Cluster-15354.88872,Cv653,XP_009131789.1
710,Cluster-15354.97381,Cv653,CDX70555.1
711,Cluster-15354.105642,Cv653,XP_009136116.1
712,Cluster-15354.49807,Cv653,XP_009129646.1
713,Cluster-15354.1847,Cv653,XP_009143779.1
714,Cluster-15354.89653,Cv653,XP_009122826.1
715,Cluster-15354.64373,Cv653,CDY07552.1
716,Cluster-15354.105984,Cv653,CDY23210.1
717,Cluster-15354.83647,Cv653,CDY20112.1
718,Cluster-15354.84835,Cv653,XP_010501131.1
719,Cluster-15354.105373,Cv653,XP_006287634.1
720,Cluster-34428.0,Cv653,XP_006302913.1
721,Cluster-15354.68570,Cv653,XP_009119622.1
722,Cluster-15354.116249,Cv653,CDX79062.1
723,Cluster-2685.0,Cv653,-
724,Cluster-15354.94828,Cv653,KDO57639.1
725,Cluster-15354.88712,Cv653,CDY10658.1
726,Cluster-15354.85152,Cv653,XM_009105086.1
727,Cluster-15354.96296,Cv653,XP_006294196.1
728,Cluster-15354.84086,Cv653,XM_013864289.1
729,Cluster-15354.57663,Cv653,XP_009142530.1
730,Cluster-46783.1,Cv653,XP_009149182.1
731,Cluster-15354.116223,Cv653,XP_009151947.1
732,Cluster-15354.118960,Cv653,XM_006395118.1
733,Cluster-15354.98543,Cv653,CDY43371.1
734,Cluster-15354.19092,Cv653,XP_009135031.1
735,Cluster-15354.124069,Cv653,KFK32906.1
736,Cluster-15354.85595,Cv653,CDX84419.1
737,Cluster-15354.70951,Cv653,XP_009138668.1
738,Cluster-15354.81612,Cv653,XM_013823049.1
739,Cluster-15354.94000,Cv653,XM_013786683.1
740,Cluster-15354.70310,Cv653,CDY03650.1
741,Cluster-15354.37121,Cv653,XP_009101451.1
742,Cluster-15354.80894,Cv653,XP_009126493.1
743,Cluster-15354.139059,Cv653,XM_013893307.1
744,Cluster-34796.1,Cv653,CDY07813.1
745,Cluster-15354.35974,Cv653,CDY23168.1
746,Cluster-15354.66075,Cv653,CDY42576.1
747,Cluster-15354.83707,Cv653,XM_009144291.1
748,Cluster-15354.68301,Cv653,XM_013797398.1
749,Cluster-15354.123534,Cv653,XP_006290743.1
750,Cluster-15354.81915,Cv653,XM_013850528.1
751,Cluster-15354.115863,Cv653,XP_009103314.1
752,Cluster-15354.39559,Cv653,CDX74694.1
753,Cluster-15354.81289,Cv653,XM_013811724.1
754,Cluster-15354.121555,Cv653,XM_013839428.1
755,Cluster-15354.77820,Cv653,XM_013817714.1
756,Cluster-15354.145019,Cv653,XP_006414044.1
757,Cluster-15354.99542,Cv653,XP_009138726.1
758,Cluster-15354.50569,Cv653,XP_009139478.1
759,Cluster-15354.103410,Cv653,XP_009149842.1
760,Cluster-15354.122556,Cv653,XP_009142212.1
761,Cluster-15354.90676,Cv653,CDY68504.1
762,Cluster-15354.23461,Cv653,XM_013892523.1
763,Cluster-15354.129644,Cv653,XP_009138514.1
764,Cluster-15354.129673,Cv653,XP_009106169.1
765,Cluster-15354.72428,Cv653,XP_006279609.1
766,Cluster-15354.70536,Cv653,XM_013871826.1
767,Cluster-15354.105106,Cv653,CDX82424.1
768,Cluster-15354.94429,Cv653,XP_009102464.1
769,Cluster-15354.89362,Cv653,CDY64872.1
770,Cluster-15354.110289,Cv653,CDY43806.1
771,Cluster-15354.43077,Cv653,CDY19716.1
772,Cluster-15354.39665,Cv653,CAM33601.1
773,Cluster-15354.96213,Cv653,ACC91252.1
774,Cluster-15354.110310,Cv653,XP_009106271.1
775,Cluster-15354.80932,Cv653,CDX96421.1
776,Cluster-15354.94781,Cv653,CDY06114.1
777,Cluster-15354.80176,Cv653,XP_009143466.1
778,Cluster-15354.80010,Cv653,CDY22686.1
779,Cluster-15354.26417,Cv653,XP_009134329.1
780,Cluster-15354.67846,Cv653,XM_013851139.1
781,Cluster-15354.81376,Cv653,XP_010426910.1
782,Cluster-15354.79472,Cv653,XM_013841093.1
783,Cluster-15354.36516,Cv653,CDY00901.1
784,Cluster-15354.82812,Cv653,XM_009119591.1
785,Cluster-15354.42500,Cv653,CDY29515.1
786,Cluster-15354.78460,Cv653,CDY38136.1
787,Cluster-15354.109791,Cv653,CDX80503.1
788,Cluster-15354.67727,Cv653,XP_009105873.1
789,Cluster-15354.68052,Cv653,XP_009137694.1
790,Cluster-15354.82330,Cv653,XP_009138817.1
791,Cluster-15354.71185,Cv653,CDX90527.1
792,Cluster-15354.44529,Cv653,XP_009108808.1
793,Cluster-15354.101701,Cv653,CDY52758.1
794,Cluster-15354.16367,Cv653,CDX98488.1
795,Cluster-15354.85049,Cv653,XP_009151573.1
796,Cluster-15354.139859,Cv653,CDY30487.1
797,Cluster-15354.126585,Cv653,XP_009111599.1
798,Cluster-15354.122408,Cv653,XP_010554303.1
799,Cluster-15354.62443,Cv653,XM_013829441.1
800,Cluster-15354.107632,Cv653,CDY14759.1
801,Cluster-15354.85649,Cv653,XM_009105421.1
802,Cluster-15354.94830,Cv653,CDX97421.1
803,Cluster-15354.65300,Cv653,CAC01810.1
804,Cluster-15354.97050,Cv653,XM_013732660.1
805,Cluster-15354.77449,Cv653,CDY56585.1
806,Cluster-15354.86089,Cv653,XM_013811780.1
807,Cluster-15354.81845,Cv653,XP_002884579.1
808,Cluster-15354.78457,Cv653,XP_009126087.1
809,Cluster-15354.27157,Cv653,XP_009121235.1
810,Cluster-15354.44952,Cv653,CDX75746.1
811,Cluster-15354.133825,Cv653,XM_013782828.1
812,Cluster-15354.87649,Cv653,XP_009104385.1
813,Cluster-15354.84107,Cv653,XP_006407728.1
814,Cluster-15354.147980,Cv653,XP_009130274.1
815,Cluster-15354.85451,Cv653,NP_001288919.1
816,Cluster-15354.127491,Cv653,AAP37970.1
817,Cluster-15354.114856,Cv653,CDX82424.1
818,Cluster-15354.78600,Cv653,CDX70591.1
819,Cluster-15354.118458,Cv653,XP_006406519.1
820,Cluster-15354.76410,Cv653,XP_009119218.1
821,Cluster-15354.90524,Cv653,XP_009133749.1
822,Cluster-15354.101885,Cv653,XP_009136377.1
823,Cluster-15354.107579,Cv653,CDX93756.1
824,Cluster-15354.76231,Cv653,XP_012462815.1
825,Cluster-15354.113446,Cv653,XP_009128363.1
826,Cluster-15354.29338,Cv653,XP_009104185.1
827,Cluster-15354.83208,Cv653,XP_009120706.1
828,Cluster-15354.22182,Cv653,XP_009120610.1
829,Cluster-15354.83674,Cv653,CDY35271.1
830,Cluster-15354.90618,Cv653,CDX74040.1
831,Cluster-15354.116103,Cv653,XM_009107139.1
832,Cluster-15354.101638,Cv653,CDX99171.1
833,Cluster-15354.145835,Cv653,ADI58543.1
834,Cluster-15354.81854,Cv653,XP_009109911.1
835,Cluster-15354.88820,Cv653,XP_009148722.1
836,Cluster-15354.77689,Cv653,XP_010520211.1
837,Cluster-15354.35779,Cv653,AC189373.2
838,Cluster-15354.93133,Cv653,XP_006412477.1
839,Cluster-15354.17830,Cv653,XM_009129242.1
840,Cluster-15354.97748,Cv653,CDY34109.1
841,Cluster-15354.93114,Cv653,XP_009126053.1
842,Cluster-15354.113234,Cv653,CDX83580.1
843,Cluster-15354.83243,Cv653,CDX75771.1
844,Cluster-15354.72010,Cv653,XP_009145241.1
845,Cluster-15354.82637,Cv653,XM_013870728.1
846,Cluster-15354.77034,Cv653,XP_009134793.1
847,Cluster-15354.80487,Cv653,XM_013808359.1
848,Cluster-15354.112658,Cv653,XP_009131640.1
849,Cluster-15354.28485,Cv653,XM_009120637.1
850,Cluster-15354.56970,Cv653,XP_009119676.1
851,Cluster-15354.94777,Cv653,XP_009141999.1
852,Cluster-15354.42274,Cv653,XP_009143266.1
853,Cluster-15354.13919,Cv653,CDX79726.1
854,Cluster-15354.75758,Cv653,CDY50173.1
855,Cluster-15354.83550,Cv653,XP_009118048.1
856,Cluster-15354.90927,Cv653,XP_009126169.1
857,Cluster-15354.65631,Cv653,XM_009119021.1
858,Cluster-15354.97600,Cv653,XP_009143828.1
859,Cluster-15354.138781,Cv653,XP_006417337.1
860,Cluster-15354.65117,Cv653,CDX90167.1
861,Cluster-15354.37264,Cv653,XM_009145427.1
862,Cluster-15354.88292,Cv653,XP_009102430.1
863,Cluster-15354.73986,Cv653,CDY34418.1
864,Cluster-15354.58072,Cv653,XP_009136319.1
865,Cluster-15354.133096,Cv653,CDY38767.1
866,Cluster-15354.77172,Cv653,XM_009135227.1
867,Cluster-15354.47143,Cv653,CDY58326.1
868,Cluster-15354.80589,Cv653,XP_009104223.1
869,Cluster-15354.102982,Cv653,XP_006398498.1
870,Cluster-15354.38801,Cv653,CDY65561.1
871,Cluster-15354.54093,Cv653,XP_009123446.1
872,Cluster-15354.76051,Cv653,XP_009130175.1
873,Cluster-15354.7794,Cv653,XM_009152770.1
874,Cluster-15354.149513,Cv653,XP_009106088.1
875,Cluster-15354.78691,Cv653,CDY11432.1
876,Cluster-15354.70591,Cv653,XP_006403872.1
877,Cluster-15354.64626,Cv653,XP_009151281.1
878,Cluster-15354.47748,Cv653,CDY00611.1
879,Cluster-15354.53716,Cv653,XM_009140837.1
880,Cluster-15354.94407,Cv653,XP_009146876.1
881,Cluster-15354.84551,Cv653,XP_009109530.1
882,Cluster-15354.73420,Cv653,XP_009112399.1
883,Cluster-15354.37028,Cv653,XP_009123027.1
884,Cluster-15354.117191,Cv653,CDY41375.1
885,Cluster-15354.17672,Cv653,XP_009111839.1
886,Cluster-15354.23046,Cv653,XP_010523525.1
887,Cluster-15354.85346,Cv653,XP_009119523.1
888,Cluster-15354.132954,Cv653,CDY22467.1
889,Cluster-15354.122772,Cv653,XP_009135057.1
890,Cluster-15354.67001,Cv653,XM_013746641.1
891,Cluster-15354.123317,Cv653,XM_009130646.1
892,Cluster-15354.133053,Cv653,XM_013784985.1
893,Cluster-15354.63209,Cv653,CDY38465.1
894,Cluster-15354.84698,Cv653,CDY29519.1
895,Cluster-15354.52439,Cv653,XM_013811645.1
896,Cluster-15354.125147,Cv653,AC189373.2
897,Cluster-15354.58097,Cv653,XP_009137962.1
898,Cluster-15354.14022,Cv653,CDY56022.1
899,Cluster-15354.83587,Cv653,CDY37516.1
900,Cluster-15354.83492,Cv653,XP_009117415.1
901,Cluster-15354.25353,Cv653,XM_009140034.1
902,Cluster-15354.63552,Cv653,XP_009142594.1
903,Cluster-15354.29098,Cv653,XP_009113900.1
904,Cluster-15354.8256,Cv653,CDX83669.1
905,Cluster-15354.134070,Cv653,CDY25025.1
906,Cluster-15354.134936,Cv653,XM_013808871.1
907,Cluster-15354.106411,Cv653,XP_009105310.1
908,Cluster-15354.78556,Cv653,CDY34109.1
909,Cluster-15354.87127,Cv653,XM_013871918.1
910,Cluster-15354.104637,Cv653,CDX71302.1
911,Cluster-15354.97009,Cv653,CDX89682.1
912,Cluster-15354.65741,Cv653,XP_009136631.1
913,Cluster-15354.3538,Cv653,CDX74687.1
914,Cluster-15354.83632,Cv653,XM_013766001.1
915,Cluster-15354.23568,Cv653,XR_001289864.1
916,Cluster-15354.44683,Cv653,CDY52722.1
917,Cluster-15354.15127,Cv653,XP_009151762.1
918,Cluster-15354.61580,Cv653,XP_009112950.1
919,Cluster-15354.89016,Cv653,XP_009133135.1
920,Cluster-15354.85002,Cv653,XP_006402691.1
921,Cluster-15354.135850,Cv653,XP_010426065.1
922,Cluster-15354.71177,Cv653,CDX90527.1
923,Cluster-15354.125020,Cv653,XM_009140779.1
924,Cluster-15354.123921,Cv653,AC183493.1
925,Cluster-15354.90611,Cv653,XP_009123448.1
926,Cluster-30338.1,Cv653,O00370
927,Cluster-15354.110944,Cv653,XM_009111043.1
928,Cluster-15354.103554,Cv653,XP_009111270.1
929,Cluster-15354.130947,Cv653,CDY65585.1
930,Cluster-15354.61148,Cv653,CDY72088.1
931,Cluster-15354.127195,Cv653,XP_006279565.1
932,Cluster-15354.98865,Cv653,XP_009132956.1
933,Cluster-15354.93286,Cv653,XP_010511140.1
934,Cluster-15354.94691,Cv653,XP_009110591.1
935,Cluster-15354.89267,Cv653,XM_013793141.1
936,Cluster-15354.102167,Cv653,XP_009113504.1
937,Cluster-15354.107523,Cv653,XP_009136668.1
938,Cluster-15354.123373,Cv653,XP_009122280.1
939,Cluster-15354.47641,Cv653,CDY33391.1
940,Cluster-36296.0,Cv653,XP_009144649.1
941,Cluster-15354.22205,Cv653,XM_013835722.1
942,Cluster-15354.47028,Cv653,XM_013773029.1
943,Cluster-15354.61992,Cv653,XP_009139961.1
944,Cluster-22404.0,Cv653,XP_009118886.1
945,Cluster-30697.0,Cv653,XP_009111209.1
946,Cluster-15354.34526,Cv653,CDY13665.1
947,Cluster-47679.0,Cv653,XP_009112351.1
948,Cluster-15354.108760,Cv653,CDY55371.1
949,Cluster-15354.57950,Cv653,CDX87226.1
950,Cluster-15354.44694,Cv653,XP_009144013.1
951,Cluster-15354.77825,Cv653,AC189540.1
952,Cluster-15354.82874,Cv653,XP_009124902.1
953,Cluster-15354.104448,Cv653,XP_009122695.1
954,Cluster-15354.82487,Cv653,-
955,Cluster-15354.67594,Cv653,CDY43796.1
956,Cluster-15354.124870,Cv653,XM_013888702.1
957,Cluster-15354.71238,Cv653,XP_009146616.1
958,Cluster-15354.90933,Cv653,XP_009112088.1
959,Cluster-15354.99541,Cv653,XP_009138726.1
960,Cluster-15354.44208,Cv653,CDX72312.1
961,Cluster-15354.69513,Cv653,XP_009129019.1
962,Cluster-15354.83847,Cv653,CDX81408.1
963,Cluster-15354.123827,Cv653,XP_009117552.1
964,Cluster-15354.47264,Cv653,XP_009120335.1
965,Cluster-15354.64959,Cv653,XP_009105923.1
966,Cluster-15354.82309,Cv653,XM_013839215.1
967,Cluster-15354.150737,Cv653,CDY32458.1
968,Cluster-15354.93871,Cv653,CDX86211.1
969,Cluster-15354.89265,Cv653,XP_009104499.1
970,Cluster-15354.88877,Cv653,XM_013865743.1
971,Cluster-15354.68698,Cv653,XP_009105033.1
972,Cluster-15354.63711,Cv653,XP_009143152.1
973,Cluster-15354.125796,Cv653,XP_009118207.1
974,Cluster-15354.116681,Cv653,XP_009121683.1
975,Cluster-15354.102448,Cv653,XM_009121052.1
976,Cluster-15354.101235,Cv653,XP_009121060.1
977,Cluster-15354.27530,Cv653,XP_009142687.1
978,Cluster-15354.84144,Cv653,XP_009126004.1
979,Cluster-15354.51734,Cv653,XP_002863521.1
980,Cluster-15354.99743,Cv653,XP_009135376.1
981,Cluster-15354.53051,Cv653,XP_009115418.1
982,Cluster-15354.91002,Cv653,XM_009151428.1
983,Cluster-15354.83338,Cv653,XP_009120006.1
984,Cluster-15354.48096,Cv653,XP_009120195.1
985,Cluster-15354.35172,Cv653,XM_013876507.1
986,Cluster-15354.56700,Cv653,KFK32404.1
987,Cluster-15354.78038,Cv653,XP_006406000.1
988,Cluster-15354.112972,Cv653,XP_009134697.1
989,Cluster-15354.94506,Cv653,XP_006408564.1
990,Cluster-15354.87870,Cv653,XM_009104342.1
991,Cluster-15354.37055,Cv653,XP_009134400.1
992,Cluster-15354.82317,Cv653,CDY52758.1
993,Cluster-15354.87195,Cv653,XM_013846280.1
994,Cluster-15354.82105,Cv653,CDY20474.1
995,Cluster-15354.83622,Cv653,AGI04378.1
996,Cluster-15354.82592,Cv653,XR_626124.1
997,Cluster-15354.131694,Cv653,XP_009128451.1
998,Cluster-15354.32691,Cv653,CDY27068.1
999,Cluster-15354.81426,Cv653,BAA11391.1
1000,Cluster-15354.83837,Cv653,XP_009112283.1
1001,Cluster-15354.21477,Cv653,CDX88800.1
1002,Cluster-15354.105156,Cv653,XP_009151211.1
1003,Cluster-15354.33813,Cv653,CDY53104.1
1004,Cluster-15354.119044,Cv653,XM_009114839.1
1005,Cluster-15354.126482,Cv653,XP_009109579.1
1006,Cluster-15354.82999,Cv653,CDY12903.1
1007,Cluster-15354.16972,Cv653,-
1008,Cluster-15354.25622,Cv653,CDY21503.1
1009,Cluster-15354.61103,Cv653,XM_013834675.1
1010,Cluster-15354.94750,Cv653,XM_009137650.1
1011,Cluster-15354.145363,Cv653,XP_006390440.1
1012,Cluster-15354.104735,Cv653,XM_009113387.1
1013,Cluster-15354.55216,Cv653,CDX88342.1
1014,Cluster-15354.139796,Cv653,XP_009122590.1
1015,Cluster-15354.112617,Cv653,CDX91135.1
1016,Cluster-15354.102844,Cv653,XP_009104802.1
1017,Cluster-15354.111356,Cv653,CDX92922.1
1018,Cluster-15354.79045,Cv653,XP_009102555.1
1019,Cluster-15354.56444,Cv653,ABW81142.1
1020,Cluster-53622.0,Cv653,XP_009126322.1
1021,Cluster-15354.112971,Cv653,CDY44250.1
1022,Cluster-15354.98889,Cv653,XP_009148744.1
1023,Cluster-15354.44882,Cv653,XM_013861894.1
1024,Cluster-15354.71591,Cv653,XP_009109156.1
1025,Cluster-15354.97482,Cv653,KFK41929.1
1026,Cluster-41598.1,Cv653,CDX98525.1
1027,Cluster-24533.1,Cv653,XP_009143619.1
1028,Cluster-15354.69209,Cv653,XP_009102251.1
1029,Cluster-15354.82331,Cv653,XP_009103333.1
1030,Cluster-15354.81630,Cv653,CDX78066.1
1031,Cluster-15354.105544,Cv653,CDX75120.1
1032,Cluster-15354.56897,Cv653,XM_009116540.1
1033,Cluster-15354.74237,Cv653,XM_009152963.1
1034,Cluster-15354.49839,Cv653,XM_013828685.1
1035,Cluster-15354.56460,Cv653,CDX73952.1
1036,Cluster-15354.39088,Cv653,XP_009104710.1
1037,Cluster-15354.89309,Cv653,XP_009122439.1
1038,Cluster-15354.84882,Cv653,CDX75914.1
1039,Cluster-15354.85914,Cv653,AAM63452.1
1040,Cluster-15354.9221,Cv653,XM_009119698.1
1041,Cluster-15354.60731,Cv653,XP_009146399.1
1042,Cluster-15354.75669,Cv653,CDX73510.1
1043,Cluster-15354.50433,Cv653,CDY33730.1
1044,Cluster-15354.81408,Cv653,XP_009132182.1
1045,Cluster-15354.29396,Cv653,XP_006409395.1
1046,Cluster-15354.114356,Cv653,CDY48185.1
1047,Cluster-15354.73310,Cv653,XP_009148709.1
1048,Cluster-15354.26829,Cv653,CDY32898.1
1049,Cluster-15354.22747,Cv653,XM_013830613.1
1050,Cluster-15354.127769,Cv653,CDX89846.1
